V1,V2,V3b,PapIV,KIC,HB,DV,Per,e_Per,BJD0,e_BJD0,Morph,GLON,GLAT,Kpmag,Teff,SC,LC,TS,Simbad,_RA.icrs,_DE.icrs
1.0,1.0,1.0,1.0,03342425,0.0,b'',0.3934148,3e-07,54964.942901,0.024483,0.94,71.0405,10.2926,15.089,6035.0,b'False',b'LC',b'TS',b'Simbad',291.516,38.4546
1.0,1.0,1.0,1.0,03557421,0.0,b'',0.3937276,3e-07,54953.706725,0.017995,0.7,72.3349,8.2075,10.027,,b'False',b'LC',b'TS',b'Simbad',294.6347,38.627
0.0,0.0,1.0,1.0,11247386,0.0,b'',0.3943253,6e-07,54999.834111,0.0494,0.76,81.3129,13.6638,14.387,7422.0,b'False',b'LC',b'TS',b'Simbad',293.4783,48.9572
1.0,1.0,1.0,1.0,02717141,0.0,b'',0.3945715,3e-07,54953.756174,0.022583,0.78,70.8858,9.502,13.519,6140.0,b'True',b'LC',b'TS',b'Simbad',292.326,37.9615
1.0,1.0,1.0,1.0,04909422,0.0,b'',0.3951035,3e-07,54953.788909,0.018311,0.72,71.0179,14.0775,12.135,5404.0,b'False',b'LC',b'TS',b'Simbad',287.0807,40.0463
0.0,0.0,1.0,1.0,02983113,0.0,b'',0.3951601,3e-07,55001.96964,0.024093,0.89,70.1822,11.3239,15.152,6321.0,b'False',b'LC',b'TS',b'Simbad',289.8628,38.1524
1.0,1.0,1.0,1.0,11805235,0.0,b'',0.3951932,3e-07,54964.735922,0.023078,0.8,80.5807,18.0987,14.717,5342.0,b'False',b'LC',b'TS',b'Simbad',286.7754,50.0708
0.0,0.0,1.0,1.0,09717924,0.0,b'',0.3955876,1.7e-06,55000.161105,0.079035,0.72,79.4475,11.6798,16.207,,b'False',b'LC',b'TS',b'Simbad',294.9066,46.4423
1.0,1.0,1.0,1.0,03732732,0.0,b'',0.3961872,3e-07,54953.918666,0.024091,0.94,69.8668,13.7524,13.462,5946.0,b'False',b'LC',b'TS',b'Simbad',286.8803,38.893
1.0,1.0,1.0,1.0,09654476,0.0,b'',0.3963239,3e-07,54964.624783,0.019903,0.71,79.1035,12.2034,14.828,5628.0,b'True',b'LC',b'TS',b'Simbad',294.0084,46.38
1.0,1.0,1.0,1.0,10389809,0.0,b'',0.3973971,3e-07,54964.670612,0.0223,0.77,77.5331,18.5529,14.635,5786.0,b'False',b'LC',b'TS',b'Simbad',284.5872,47.5213
0.0,0.0,1.0,1.0,05966237,0.0,b'',0.3975826,5e-06,55000.083643,0.022671,0.91,74.3691,10.1233,14.935,6589.0,b'False',b'LC',b'TS',b'Simbad',293.6488,41.2976
0.0,0.0,1.0,1.0,05737474,0.0,b'',0.3979422,3e-07,55000.019889,0.02585,0.76,76.2597,6.1451,15.829,5613.0,b'False',b'LC',b'TS',b'Simbad',299.4741,40.9945
1.0,1.0,1.0,1.0,08183850,0.0,b'',0.3983589,3e-07,54953.664427,0.022581,0.98,78.1792,8.9516,13.328,5796.0,b'False',b'LC',b'TS',b'Simbad',297.4776,44.0495
1.0,1.0,1.0,1.0,07744173,0.0,b'',0.3985279,3e-07,54964.747571,0.024924,0.89,74.6981,14.5031,13.687,5922.0,b'False',b'LC',b'TS',b'Simbad',288.4881,43.4812
1.0,1.0,1.0,1.0,10528299,0.0,b'',0.3998018,3e-07,54964.631681,0.0237,0.81,78.8899,15.8752,13.967,6115.0,b'False',b'LC',b'TS',b'Simbad',288.9903,47.7383
1.0,1.0,1.0,1.0,08703528,0.0,b'',0.3998748,3e-07,54953.967981,0.020715,0.75,78.6175,9.7226,13.034,5285.0,b'True',b'LC',b'TS',b'Simbad',296.8282,44.8022
1.0,1.0,1.0,1.0,06964796,0.0,b'',0.3999658,3e-07,54964.683664,0.023247,0.97,76.2877,8.9815,12.611,5657.0,b'False',b'LC',b'TS',b'Simbad',296.1967,42.4305
1.0,1.0,1.0,1.0,11198068,0.0,b'',0.4001746,3e-07,54964.964485,0.01865,0.71,81.772,12.4506,15.509,5030.0,b'False',b'LC',b'TS',b'Simbad',295.4331,48.8162
1.0,1.0,1.0,1.0,07348206,0.0,b'',0.4012047,3e-07,54964.899837,0.025164,0.9,73.7099,15.448,14.806,6089.0,b'False',b'LC',b'TS',b'Simbad',286.7781,42.9794
1.0,1.0,1.0,1.0,05783676,0.0,b'',0.4014453,3e-07,54964.498776,0.021396,0.97,72.7727,12.8053,13.476,5911.0,b'False',b'LC',b'TS',b'Simbad',289.5332,41.076
1.0,1.0,1.0,1.0,09030509,0.0,b'',0.4017846,3e-07,54964.962189,0.024075,0.88,78.4653,11.2578,14.48,5172.0,b'False',b'LC',b'TS',b'Simbad',294.8099,45.3934
0.0,0.0,1.0,1.0,11403776,0.0,b'',0.4018056,3e-07,55000.042671,0.01752,0.71,81.282,14.493,15.765,5571.0,b'False',b'LC',b'TS',b'Simbad',292.314,49.2855
1.0,1.0,1.0,1.0,07173910,0.0,b'',0.4022438,3e-07,54964.706068,0.025342,0.82,71.9304,19.1713,14.36,5792.0,b'False',b'LC',b'TS',b'Simbad',281.2029,42.7461
1.0,1.0,1.0,0.0,09051723,0.0,b'',0.4034483,3e-07,54964.699116,0.020893,0.74,80.3164,7.8171,15.292,5213.0,b'False',b'LC',b'TS',b'Simbad',300.3518,45.3071
0.0,1.0,1.0,1.0,07975824,0.0,b'',0.4037503,3e-07,55000.053919,0.006815,0.75,77.7562,9.1713,14.655,,b'True',b'LC',b'TS',b'Simbad',296.9285,43.7919
1.0,1.0,1.0,1.0,11190836,0.0,b'',0.4040162,3e-07,54964.663182,0.023894,0.93,80.7851,14.4465,15.473,5794.0,b'False',b'LC',b'TS',b'Simbad',292.0691,48.8296
1.0,1.0,1.0,1.0,08715667,0.0,b'',0.4057079,3e-07,54964.914772,0.025712,0.85,79.774,7.7622,13.41,5527.0,b'False',b'LC',b'TS',b'Simbad',300.027,44.8181
1.0,1.0,1.0,1.0,06359771,0.0,b'',0.4060683,3e-07,54964.976479,0.023111,0.91,73.6962,12.5582,14.967,6078.0,b'False',b'LC',b'TS',b'Simbad',290.3421,41.7866
1.0,1.0,1.0,1.0,05389616,0.0,b'',0.4068838,3e-07,54964.772606,0.022651,0.98,75.4517,6.5439,14.669,5828.0,b'False',b'LC',b'TS',b'Simbad',298.4808,40.507
1.0,1.0,1.0,1.0,07217866,0.0,b'',0.4071573,3e-07,54964.726511,0.025362,0.91,76.7234,8.8937,13.865,5600.0,b'False',b'LC',b'TS',b'Simbad',296.5833,42.7651
0.0,0.0,1.0,1.0,04547067,0.0,b'',0.407575,5.2e-06,55000.054553,0.02383,0.9,70.597,13.9992,14.671,6037.0,b'False',b'LC',b'TS',b'Simbad',286.9594,39.6411
0.0,0.0,1.0,1.0,07432479,0.0,b'',0.4084587,6e-07,55000.077595,0.018314,0.7,74.0338,14.8368,14.539,5607.0,b'False',b'LC',b'TS',b'Simbad',287.7146,43.0263
0.0,0.0,1.0,0.0,06344429,0.0,b'',0.4084591,5.2e-06,54999.948235,0.023892,0.76,71.651,16.9142,14.655,6816.0,b'False',b'LC',b'TS',b'Simbad',283.93,41.7032
1.0,1.0,1.0,1.0,08690104,0.0,b'',0.4087744,3e-07,54964.833394,0.021733,0.77,77.1337,12.6981,14.871,5868.0,b'False',b'LC',b'TS',b'Simbad',292.1575,44.8735
1.0,1.0,1.0,1.0,07709086,0.0,b'',0.4094746,3e-07,54964.840111,0.023856,0.79,78.2081,7.5425,15.81,5512.0,b'False',b'LC',b'TS',b'Simbad',299.1869,43.3714
1.0,1.0,1.0,1.0,03969362,0.0,b'',0.4105683,3e-07,54964.964675,0.026918,0.8,72.9685,7.9481,14.274,6560.0,b'False',b'LC',b'TS',b'Simbad',295.3116,39.0546
1.0,1.0,1.0,1.0,10154189,0.0,b'',0.4112387,3e-07,54964.71319,0.025348,0.87,80.5527,11.0628,13.683,6169.0,b'False',b'LC',b'TS',b'Simbad',296.4402,47.1144
1.0,1.0,1.0,1.0,03848042,0.0,b'',0.4114527,3e-07,54964.75831,0.023564,0.99,71.244,11.0119,14.965,6398.0,b'False',b'LC',b'TS',b'Simbad',290.8038,38.953
1.0,1.0,1.0,1.0,06880727,0.0,b'',0.4127365,3e-07,54965.032712,0.023517,0.94,76.3334,8.8022,13.678,5902.0,b'False',b'LC',b'TS',b'Simbad',296.4389,42.3836
1.0,1.0,1.0,1.0,11652545,0.0,b'',0.4127947,3e-07,54953.798155,0.022326,0.68,80.1624,18.3229,13.442,5365.0,b'True',b'LC',b'TS',b'Simbad',286.2309,49.7788
0.0,0.0,1.0,1.0,05980800,0.0,b'',0.4141629,4e-07,55002.0335,0.010827,0.61,75.5961,7.7414,15.044,5193.0,b'False',b'LC',b'TS',b'Simbad',297.2033,41.229
1.0,1.0,1.0,1.0,08982514,0.0,b'',0.4144913,3e-07,54953.928468,0.025499,0.84,80.288,7.7989,13.226,5635.0,b'False',b'LC',b'TS',b'Simbad',300.3533,45.2736
0.0,0.0,1.0,1.0,08982501,0.0,b'',0.4144914,3e-07,55000.141012,0.025628,0.85,80.2843,7.8025,14.458,5476.0,b'False',b'LC',b'TS',b'Simbad',300.3462,45.2724
1.0,1.0,1.0,1.0,06024572,0.0,b'',0.4149096,3e-07,54964.652469,0.025303,0.86,71.5471,16.1262,15.521,6224.0,b'False',b'LC',b'TS',b'Simbad',284.8569,41.3171
0.0,0.0,1.0,1.0,09703626,0.0,b'',0.4151477,3e-07,54999.928395,0.02406,0.78,77.6414,15.4499,15.51,6163.0,b'False',b'LC',b'TS',b'Simbad',288.8688,46.4659
1.0,1.0,1.0,1.0,11402381,0.0,b'',0.4173647,3e-07,54953.884042,0.025611,0.87,81.0526,14.9099,13.257,6481.0,b'False',b'LC',b'TS',b'Simbad',291.5914,49.2581
1.0,1.0,1.0,1.0,09722737,0.0,b'',0.418528,3e-07,54964.973968,0.024745,0.79,79.9965,10.6225,14.929,6517.0,b'False',b'LC',b'TS',b'Simbad',296.6281,46.4247
1.0,1.0,1.0,1.0,09995660,0.0,b'',0.41859,3e-07,54964.926832,0.022149,0.75,76.7178,18.8909,14.875,5560.0,b'False',b'LC',b'TS',b'Simbad',283.7302,46.9117
1.0,1.0,1.0,1.0,10916675,0.0,b'',0.4188679,3e-07,54953.700252,0.025655,0.87,79.758,15.454,13.377,6516.0,b'False',b'LC',b'TS',b'Simbad',290.0642,48.3387
1.0,1.0,1.0,1.0,02556127,0.0,b'',0.4188713,3e-07,54953.710274,0.011073,0.6,68.6932,13.6413,12.895,5920.0,b'True',b'LC',b'TS',b'Simbad',286.42,37.8057
0.0,0.0,1.0,0.0,07905209,0.0,b'',0.4195543,4e-07,55115.237996,0.025109,0.96,77.4129,9.4491,13.268,5926.0,b'False',b'LC',b'TS',b'Simbad',296.3658,43.6292
1.0,1.0,1.0,1.0,05374883,0.0,b'',0.4197169,3e-07,54964.75622,0.025573,0.86,74.2431,8.7101,15.463,5818.0,b'False',b'LC',b'TS',b'Simbad',295.2246,40.5265
1.0,1.0,1.0,1.0,09071373,0.0,b'',0.421769,3e-07,54953.991362,0.108608,0.81,75.0893,18.7534,13.069,,b'False',b'LC',b'TS',b'Simbad',283.1588,45.4156
1.0,1.0,1.0,1.0,05005570,0.0,b'',0.4228439,3e-07,54964.987536,0.025271,0.86,72.0918,12.0025,13.685,5658.0,b'False',b'LC',b'TS',b'Simbad',290.1162,40.1322
1.0,1.0,1.0,1.0,03232823,0.0,b'',0.4239069,3e-07,54964.862867,0.024275,0.94,70.6887,10.7014,15.142,6172.0,b'False',b'LC',b'TS',b'Simbad',290.8525,38.3266
1.0,1.0,1.0,1.0,07512381,0.0,b'',0.4239248,3e-07,54953.969873,0.022256,0.75,73.7727,15.6942,12.737,5911.0,b'False',b'LC',b'TS',b'Simbad',286.4995,43.1305
1.0,1.0,1.0,1.0,05450322,0.0,b'',0.4240191,3e-07,54965.004225,0.023964,0.94,73.3383,10.6544,14.786,5741.0,b'False',b'LC',b'TS',b'Simbad',292.4117,40.6362
0.0,0.0,1.0,0.0,10468514,0.0,b'',0.4249383,7.65e-05,54965.027147,0.010467,0.58,79.37,14.5201,14.319,5158.0,b'False',b'LC',b'TS',b'Simbad',291.1094,47.6155
1.0,1.0,1.0,0.0,09897710,0.0,b'',0.4255367,3e-07,54964.677069,0.024433,0.76,79.6076,12.0156,15.276,5610.0,b'False',b'LC',b'TS',b'Simbad',294.5758,46.7349
1.0,1.0,1.0,1.0,09268105,0.0,b'',0.4256937,3e-07,54964.797205,0.022897,0.76,76.02,17.4906,13.604,6046.0,b'False',b'LC',b'TS',b'Simbad',285.2933,45.7997
0.0,0.0,1.0,1.0,06853229,0.0,b'',0.4261115,4e-07,55002.043939,0.025318,0.96,73.7148,13.8711,15.796,5939.0,b'False',b'LC',b'TS',b'Simbad',288.7464,42.3532
1.0,1.0,1.0,1.0,09021397,0.0,b'',0.4262114,3e-07,54964.808064,0.048589,0.8,77.4202,13.2485,14.97,5301.0,b'False',b'LC',b'TS',b'Simbad',291.6248,45.363
1.0,1.0,1.0,1.0,12218858,0.0,b'',0.4266579,3e-07,54953.762364,0.018268,0.65,84.0176,12.6748,13.334,5513.0,b'False',b'LC',b'TS',b'Simbad',296.6894,50.8652
1.0,1.0,1.0,1.0,10253421,0.0,b'',0.4283539,3e-07,54953.634411,0.019438,0.68,76.5976,20.4668,12.511,,b'True',b'LC',b'TS',b'Simbad',281.487,47.3193
1.0,1.0,1.0,1.0,11410485,0.0,b'',0.4287929,3e-07,54964.854909,0.028847,0.78,82.231,12.6362,13.693,6732.0,b'False',b'LC',b'TS',b'Simbad',295.4931,49.2996
1.0,1.0,1.0,1.0,04937217,0.0,b'',0.4293417,3e-07,54964.627168,0.02614,0.82,73.8254,8.3736,15.402,6075.0,b'False',b'LC',b'TS',b'Simbad',295.354,40.003
1.0,1.0,1.0,1.0,10267044,0.0,b'',0.4300365,3e-07,54964.860903,0.024955,0.82,78.5043,15.806,14.039,6878.0,b'False',b'LC',b'TS',b'Simbad',288.8691,47.3699
0.0,0.0,1.0,1.0,03765708,0.0,b'',0.4314189,4e-07,55002.136735,0.025413,0.95,73.0199,7.4292,15.193,6529.0,b'False',b'LC',b'TS',b'Simbad',295.9277,38.8488
1.0,1.0,1.0,1.0,03833859,0.0,b'',0.4317433,3e-07,54954.084827,0.025281,0.99,69.5529,14.4743,11.987,6011.0,b'False',b'LC',b'TS',b'Simbad',285.8737,38.9038
1.0,1.0,1.0,1.0,05951553,0.0,b'',0.4319709,3e-07,54965.011318,0.023008,0.95,72.8001,13.2424,15.343,5863.0,b'False',b'LC',b'TS',b'Simbad',289.0209,41.2836
1.0,1.0,1.0,1.0,05394544,0.0,b'',0.4319744,3e-07,54953.663406,0.009183,0.57,75.8657,6.0001,12.804,5884.0,b'True',b'LC',b'TS',b'Simbad',299.3725,40.5839
1.0,1.0,1.0,1.0,10797126,0.0,b'',0.4324399,3e-07,54964.624163,0.067297,0.77,80.0634,14.3223,13.918,6432.0,b'False',b'LC',b'TS',b'Simbad',291.7956,48.1431
1.0,1.0,1.0,1.0,08823666,0.0,b'',0.4324514,3e-07,54953.890383,0.025514,0.79,77.757,11.7743,12.638,5959.0,b'False',b'LC',b'TS',b'Simbad',293.7088,45.0106
1.0,1.0,1.0,1.0,10794878,0.0,b'',0.4327707,3e-07,54954.033942,0.025591,0.86,79.7897,14.8676,13.385,5529.0,b'False',b'LC',b'TS',b'Simbad',290.8874,48.1287
1.0,1.0,1.0,1.0,08192840,0.0,b'',0.4335491,3e-07,54965.014895,0.023583,0.95,78.9809,7.5588,13.466,6136.0,b'False',b'LC',b'TS',b'Simbad',299.7076,44.0389
1.0,1.0,1.0,1.0,04464999,0.0,b'',0.4341644,3e-07,54953.822183,0.024845,0.78,72.1736,10.6116,13.368,5820.0,b'False',b'LC',b'TS',b'Simbad',291.7904,39.5939
0.0,0.0,1.0,0.0,08564672,0.0,b'',0.4347912,3e-07,55063.217627,0.00629,0.53,77.391,11.6197,14.035,5507.0,b'False',b'LC',b'TS',b'Simbad',293.6756,44.621
1.0,1.0,1.0,1.0,09838047,0.0,b'',0.4361613,3e-07,54953.71149,0.07184,0.85,79.5943,11.944,13.492,5574.0,b'False',b'LC',b'TS',b'Simbad',294.6602,46.6908
1.0,1.0,1.0,1.0,02858322,0.0,b'',0.4363999,3e-07,54964.659801,0.071035,0.77,71.1062,9.3052,14.751,5605.0,b'False',b'LC',b'TS',b'Simbad',292.6744,38.0649
0.0,0.0,1.0,1.0,02453212,0.0,b'',0.436716,4e-07,55002.014475,0.024682,0.98,71.2076,8.5192,15.946,6288.0,b'False',b'LC',b'TS',b'Simbad',293.6164,37.7898
1.0,1.0,1.0,1.0,10877703,0.0,b'',0.4369367,3e-07,54964.737179,0.025802,0.8,82.0081,10.8095,14.344,6106.0,b'False',b'LC',b'TS',b'Simbad',297.7847,48.2488
1.0,1.0,1.0,1.0,08496820,0.0,b'',0.4369669,3e-07,54953.98272,0.025897,0.85,76.9715,12.3721,12.558,6310.0,b'True',b'LC',b'TS',b'Simbad',292.4727,44.5886
1.0,1.0,1.0,1.0,10618253,0.0,b'',0.4374028,3e-07,54964.985569,0.027951,0.9,81.7323,10.3989,12.809,6118.0,b'False',b'LC',b'TS',b'Simbad',298.1246,47.8124
0.0,0.0,1.0,1.0,11284227,0.0,b'',0.4375709,3e-07,55002.112905,0.025054,0.96,78.9659,19.3365,13.472,7243.0,b'True',b'LC',b'TS',b'Simbad',284.1706,49.062
1.0,1.0,1.0,1.0,05369419,0.0,b'',0.4376804,3e-07,54954.046978,0.025434,0.87,73.7599,9.6589,12.973,6669.0,b'False',b'LC',b'TS',b'Simbad',293.8276,40.5509
1.0,1.0,1.0,1.0,05259926,0.0,b'',0.4378098,3e-07,54964.912755,0.025627,0.91,71.2437,14.5248,14.21,5869.0,b'False',b'LC',b'TS',b'Simbad',286.6587,40.426
1.0,1.0,1.0,1.0,05809868,0.0,b'',0.4393902,3e-07,54964.797027,0.025501,0.8,75.3238,7.8911,12.955,6878.0,b'False',b'LC',b'TS',b'Simbad',296.8541,41.0676
0.0,0.0,1.0,1.0,03119295,0.0,b'',0.4396981,5.8e-06,55000.054095,0.024182,0.75,71.0652,9.8276,14.268,7236.0,b'False',b'LC',b'TS',b'Simbad',292.0595,38.2669
1.0,1.0,1.0,1.0,06766325,0.0,b'',0.4399657,3e-07,54964.712111,0.026608,0.92,73.4704,14.2106,13.775,6154.0,b'False',b'LC',b'TS',b'Simbad',288.1964,42.2752
1.0,1.0,1.0,1.0,05310387,0.0,b'DV',0.4416691,3e-07,54953.664664,0.026196,0.96,75.9779,5.6183,12.682,6520.0,b'False',b'LC',b'TS',b'Simbad',299.8786,40.4825
1.0,1.0,1.0,1.0,05022573,0.0,b'',0.4417245,3e-07,54953.97265,0.025156,0.98,73.7972,8.7277,11.474,5648.0,b'True',b'LC',b'TS',b'Simbad',294.9297,40.147
1.0,1.0,1.0,1.0,10481912,0.0,b'',0.4423682,3e-07,54953.718259,0.025536,0.96,80.9434,11.4898,11.855,6593.0,b'False',b'LC',b'TS',b'Simbad',296.1495,47.6533
0.0,0.0,1.0,1.0,09843451,0.0,b'',0.4427528,5e-07,55002.193332,0.026815,0.91,80.1736,10.7175,15.47,6578.0,b'False',b'LC',b'TS',b'Simbad',296.627,46.6229
0.0,0.0,1.0,1.0,10753751,0.0,b'',0.4429618,3e-07,55110.147912,0.024351,0.91,82.2744,9.9606,15.018,5752.0,b'False',b'LC',b'TS',b'Simbad',299.0863,48.0609
1.0,1.0,1.0,1.0,10389982,0.0,b'',0.4439893,3e-07,54964.6715,0.026229,0.74,77.6089,18.5205,11.759,6859.0,b'False',b'LC',b'TS',b'Simbad',284.6691,47.5776
1.0,1.0,1.0,1.0,06446219,0.0,b'',0.4448055,3e-07,54964.952724,0.025889,0.95,74.649,10.8734,14.152,6225.0,b'False',b'LC',b'TS',b'Simbad',292.9236,41.8843
1.0,1.0,1.0,1.0,11924311,0.0,b'',0.4451163,3e-07,54964.755924,0.026169,0.77,83.4419,12.3967,12.805,6418.0,b'False',b'LC',b'TS',b'Simbad',296.6657,50.2383
0.0,0.0,1.0,1.0,10485069,0.0,b'',0.4452718,3e-07,55066.494148,0.087544,0.75,81.2444,10.9191,15.343,5934.0,b'False',b'LC',b'TS',b'Simbad',297.1032,47.6437
1.0,1.0,1.0,1.0,10485137,0.0,b'',0.4452748,3e-07,54954.05837,0.022437,0.72,81.2322,10.9,11.883,6013.0,b'False',b'LC',b'TS',b'Simbad',297.1196,47.624
1.0,1.0,1.0,1.0,09786798,0.0,b'',0.4454678,3e-07,54964.915162,0.02329,0.74,80.5177,10.048,15.274,5983.0,b'False',b'LC',b'TS',b'Simbad',297.7184,46.5976
1.0,1.0,1.0,1.0,09087918,0.0,b'',0.4456069,3e-07,54964.861915,0.025417,0.78,77.427,13.3613,14.486,5675.0,b'False',b'LC',b'TS',b'Simbad',291.4836,45.4172
1.0,1.0,1.0,1.0,11230837,0.0,b'',0.4460787,3e-07,54965.04448,0.011736,0.61,78.8639,19.2927,15.738,5439.0,b'False',b'LC',b'TS',b'Simbad',284.1846,48.9567
1.0,1.0,1.0,1.0,06067735,0.0,b'',0.4461815,3e-07,54953.695499,0.026819,0.85,76.1437,6.9693,12.65,5558.0,b'True',b'LC',b'TS',b'Simbad',298.4541,41.3149
1.0,1.0,1.0,1.0,10809970,0.0,b'',0.4470546,3e-07,54953.657455,0.026104,0.95,81.5076,11.459,13.533,5637.0,b'False',b'LC',b'TS',b'Simbad',296.5771,48.1271
1.0,1.0,1.0,1.0,06390205,0.0,b'',0.4494018,3e-07,54964.657643,0.027134,0.8,76.6283,7.0682,12.545,8254.0,b'False',b'LC',b'TS',b'Simbad',298.6644,41.7801
1.0,1.0,1.0,1.0,08222945,0.0,b'',0.4511233,3e-07,54964.704201,0.026492,0.98,75.0505,15.2985,14.778,5129.0,b'False',b'LC',b'TS',b'Simbad',287.6655,44.1106
0.0,0.0,1.0,1.0,04946584,0.0,b'',0.4539717,3e-07,55063.182705,0.013106,0.62,74.6275,7.0579,13.819,6179.0,b'False',b'LC',b'TS',b'Simbad',297.3603,40.0561
1.0,1.0,1.0,1.0,11612091,0.0,b'',0.4542688,3e-07,54953.780303,0.026193,0.97,81.7077,14.496,13.117,6803.0,b'False',b'LC',b'TS',b'Simbad',292.5777,49.6604
1.0,1.0,1.0,1.0,06370361,0.0,b'',0.4549104,3e-07,54953.659559,0.027583,0.84,74.8511,10.2414,13.21,6509.0,b'False',b'LC',b'TS',b'Simbad',293.8001,41.7732
1.0,1.0,1.0,1.0,09414905,0.0,b'',0.4565263,3e-07,54964.709629,0.026384,0.92,79.3772,10.8175,13.634,5792.0,b'False',b'LC',b'TS',b'Simbad',295.964,45.9808
0.0,0.0,1.0,1.0,05041843,0.0,b'',0.4572343,7e-07,54999.871556,0.080429,0.65,75.275,6.0595,17.028,7625.0,b'False',b'LC',b'TS',b'Simbad',298.911,40.1097
0.0,1.0,1.0,1.0,08804824,0.0,b'',0.4574038,1.6e-06,54964.699845,0.027591,0.87,75.2714,17.1491,14.722,7202.0,b'False',b'LC',b'TS',b'Simbad',285.3758,45.0098
1.0,1.0,1.0,1.0,07610486,0.0,b'',0.4576793,3e-07,54964.753541,0.029255,0.8,75.824,11.6104,15.684,5682.0,b'False',b'LC',b'TS',b'Simbad',292.7313,43.2449
1.0,1.0,1.0,1.0,05374999,0.0,b'',0.4578798,3e-07,54965.263115,0.022302,0.67,74.2774,8.7079,15.293,5806.0,b'False',b'LC',b'TS',b'Simbad',295.2484,40.5553
1.0,1.0,1.0,1.0,09832227,0.0,b'',0.4579485,3e-07,54953.951368,0.027693,0.95,78.8007,13.3558,12.26,5854.0,b'False',b'LC',b'TS',b'Simbad',292.3163,46.6222
1.0,1.0,1.0,1.0,08872737,0.0,b'',0.4590988,3e-07,54964.789667,0.026985,0.96,75.6487,16.5066,15.748,5338.0,b'False',b'LC',b'TS',b'Simbad',286.4102,45.1065
1.0,1.0,1.0,1.0,05785586,0.0,b'',0.4596214,3e-07,54964.816145,0.012653,0.59,72.9635,12.4213,15.756,5125.0,b'False',b'LC',b'TS',b'Simbad',290.0993,41.0814
1.0,1.0,1.0,1.0,03837677,0.0,b'',0.4619841,3e-07,54964.806673,0.027697,0.94,70.0697,13.3739,15.548,5466.0,b'False',b'LC',b'TS',b'Simbad',287.4278,38.9186
0.0,0.0,1.0,1.0,10919564,0.0,b'DV',0.4621374,3e-07,54861.987523,0.037827,0.81,80.241,14.547,15.708,5474.0,b'False',b'LC',b'TS',b'Simbad',291.5972,48.3934
0.0,0.0,1.0,0.0,12553806,0.0,b'',0.4631237,3.1e-06,55000.039888,0.01471,0.61,82.4556,17.5103,17.136,,b'True',b'LC',b'TS',b'Simbad',288.6709,51.5192
1.0,1.0,1.0,1.0,05535061,0.0,b'',0.4634302,3e-07,54954.051273,0.025524,0.77,73.3971,10.7897,12.388,6580.0,b'False',b'LC',b'TS',b'Simbad',292.2865,40.7486
0.0,0.0,1.0,1.0,05199489,0.0,b'',0.4648159,4e-07,55002.248139,0.028848,0.84,74.076,8.6456,15.888,5972.0,b'False',b'LC',b'TS',b'Simbad',295.1959,40.3506
0.0,0.0,1.0,1.0,07383021,0.0,b'',0.4660608,4e-07,55000.2699,0.027746,0.82,77.1087,8.5728,15.687,5335.0,b'False',b'LC',b'TS',b'Simbad',297.2185,42.9416
1.0,1.0,1.0,1.0,07518816,0.0,b'',0.46658,3e-07,54953.691277,0.021851,0.65,74.4917,14.0337,12.846,6087.0,b'False',b'LC',b'TS',b'Simbad',288.9654,43.1075
1.0,1.0,1.0,1.0,11920266,0.0,b'',0.4674102,3e-07,54954.120756,0.025557,0.91,82.9339,13.4258,11.581,,b'False',b'LC',b'TS',b'Simbad',294.8801,50.2669
0.0,0.0,1.0,1.0,08428136,0.0,b'',0.4681444,6.6e-06,55000.010912,0.028351,0.85,76.3534,13.3704,16.179,6587.0,b'False',b'LC',b'TS',b'Simbad',290.8447,44.4756
0.0,0.0,1.0,1.0,10596883,0.0,b'',0.468911,9e-07,55002.017644,0.027049,0.84,79.3857,14.9414,14.135,7296.0,b'False',b'LC',b'TS',b'Simbad',290.5481,47.8027
1.0,1.0,1.0,1.0,02854752,0.0,b'',0.4704329,3e-07,54964.893006,0.031989,0.79,70.7846,9.7966,13.99,7073.0,b'False',b'LC',b'TS',b'Simbad',291.9355,38.0064
1.0,1.0,1.0,1.0,06671698,0.0,b'',0.4715248,4e-07,54954.077303,0.022332,0.73,72.3024,16.547,13.489,5570.0,b'False',b'LC',b'TS',b'Simbad',284.6987,42.1469
1.0,1.0,1.0,1.0,12059158,0.0,b'',0.4718237,3e-07,54953.845032,0.026702,0.89,81.8729,16.4108,13.59,7591.0,b'False',b'LC',b'TS',b'Simbad',289.9504,50.585
1.0,1.0,1.0,1.0,10861842,0.0,b'',0.4719432,4e-07,54964.817808,0.028599,0.76,80.2326,14.1956,14.291,7191.0,b'True',b'LC',b'TS',b'Simbad',292.0716,48.2384
1.0,1.0,1.0,1.0,09536053,0.0,b'',0.4721663,4e-07,54965.040053,0.026582,0.98,79.4096,11.1081,13.754,6240.0,b'False',b'LC',b'TS',b'Simbad',295.6154,46.145
1.0,1.0,1.0,1.0,03221207,0.0,b'',0.4738303,3e-07,54953.960358,0.028449,0.81,69.4856,13.1922,11.975,6414.0,b'False',b'LC',b'TS',b'Simbad',287.3407,38.3257
1.0,1.0,1.0,1.0,07657914,0.0,b'',0.4745462,3e-07,54953.980579,0.027374,0.72,72.2575,20.2336,12.906,6794.0,b'False',b'LC',b'TS',b'Simbad',279.9677,43.3856
