V1,V2,V3b,PapIV,KIC,HB,DV,Per,e_Per,BJD0,e_BJD0,Morph,GLON,GLAT,Kpmag,Teff,SC,LC,TS,Simbad,_RA.icrs,_DE.icrs
1.0,1.0,1.0,0.0,08243263,0.0,b'',3.5185527,6.5e-06,54966.833553,0.020618,0.31,77.4495,10.4024,12.984,6415.0,b'False',b'LC',b'TS',b'Simbad',295.225,44.1127
1.0,1.0,1.0,0.0,08458207,0.0,b'',3.5301622,6.5e-06,54967.774915,0.030907,0.36,79.4488,7.5157,13.924,5937.0,b'False',b'LC',b'TS',b'Simbad',300.0913,44.4149
0.0,0.0,1.0,0.0,12405950,0.0,b'',3.53963,7.5e-06,55096.767773,0.057254,0.28,82.6549,16.4015,12.305,6808.0,b'False',b'LC',b'TS',b'Simbad',290.4299,51.2716
0.0,0.0,1.0,0.0,07593110,0.0,b'',3.5493836,8.4e-06,54999.192999,0.015827,0.17,73.8794,15.7953,15.895,5524.0,b'False',b'LC',b'TS',b'Simbad',286.4258,43.2643
1.0,1.0,1.0,1.0,09602595,0.0,b'',3.5565084,6.5e-06,54955.853445,0.073731,0.55,79.9946,10.2163,11.882,7897.0,b'False',b'LC',b'TS',b'Simbad',297.1433,46.2285
0.0,0.0,1.0,0.0,01573836,1.0,b'',3.5570929,6.6e-06,55000.034563,,,69.8769,9.7288,13.124,6283.0,b'False',b'LC',b'TS',b'Simbad',291.5022,37.1775
0.0,0.0,1.0,0.0,07295570,0.0,b'',3.60377,0.0003133,54964.646481,0.019202,0.22,76.4256,9.5071,14.492,5423.0,b'False',b'LC',b'TS',b'Simbad',295.6578,42.8013
0.0,0.0,1.0,0.0,05369827,0.0,b'',3.606928,6.7e-06,54967.778417,0.009844,0.2,73.8335,9.6063,13.461,5367.0,b'False',b'LC',b'TS',b'Simbad',293.9333,40.5908
0.0,0.0,1.0,0.0,08153568,0.0,b'',3.6071431,0.0002477,54999.289794,0.079468,0.56,74.7289,15.7614,15.076,6803.0,b'False',b'LC',b'TS',b'Simbad',286.9042,44.0056
0.0,1.0,1.0,0.0,05218441,0.0,b'',3.6137546,6.8e-06,54968.284761,0.043487,0.46,75.5543,6.0789,14.915,5720.0,b'False',b'LC',b'TS',b'Simbad',299.075,40.3584
1.0,1.0,1.0,1.0,02695740,0.0,b'',3.6158751,6.7e-06,54956.4182,0.208455,0.85,68.926,13.4738,13.24,4881.0,b'False',b'LC',b'TS',b'Simbad',286.7305,37.9444
1.0,1.0,1.0,0.0,08378656,0.0,b'',3.6294401,6.8e-06,54967.700484,0.041135,0.43,78.0157,9.8295,12.789,6028.0,b'False',b'LC',b'TS',b'Simbad',296.2972,44.3331
0.0,0.0,1.0,0.0,05000179,0.0,b'',3.6329355,6.8e-06,55124.704902,0.230112,0.97,71.5495,13.2384,13.758,9807.0,b'False',b'LC',b'TS',b'Simbad',288.3581,40.1746
0.0,0.0,1.0,0.0,05023948,0.0,b'',3.6492928,1.25e-05,55002.377045,0.026476,0.35,73.921,8.5235,15.048,6174.0,b'False',b'LC',b'TS',b'Simbad',295.2409,40.1576
1.0,1.0,1.0,0.0,08784288,0.0,b'',3.655118,6.9e-06,54965.264718,0.027385,0.34,80.404,7.0841,13.661,5712.0,b'False',b'LC',b'TS',b'Simbad',301.3033,44.9997
1.0,1.0,1.0,0.0,08939650,0.0,b'',3.6553208,6.9e-06,54965.82066,0.02518,0.37,75.7351,16.7568,14.268,6142.0,b'False',b'LC',b'TS',b'Simbad',286.125,45.277
1.0,1.0,1.0,0.0,06387450,0.0,b'',3.6613261,6.9e-06,54968.269124,0.018156,0.2,76.4241,7.4445,14.349,5205.0,b'False',b'LC',b'TS',b'Simbad',298.0915,41.7941
1.0,1.0,1.0,0.0,03656322,0.0,b'',3.6636036,1.68e-05,54956.379473,0.049192,0.56,72.2832,8.6004,13.061,5075.0,b'False',b'LC',b'TS',b'Simbad',294.16,38.7674
0.0,1.0,1.0,0.0,06182019,0.0,b'',3.6649654,7.4e-06,55003.801005,0.026444,0.29,71.1858,17.74,15.643,5504.0,b'False',b'LC',b'TS',b'Simbad',282.6847,41.5879
1.0,1.0,1.0,0.0,08196180,0.0,b'',3.6716611,6.8e-06,54954.075157,0.027104,0.31,79.3405,6.995,12.814,7114.0,b'True',b'LC',b'TS',b'Simbad',300.6355,44.0535
0.0,0.0,1.0,0.0,10395543,0.0,b'',3.6874702,7e-06,55000.19219,0.008764,0.09,78.3545,16.6092,14.418,3946.0,b'True',b'LC',b'TS',b'Simbad',287.6909,47.5469
1.0,1.0,1.0,0.0,03115480,0.0,b'',3.6937025,7e-06,54968.194275,0.02159,0.28,70.7346,10.4255,14.469,5961.0,b'False',b'LC',b'TS',b'Simbad',291.193,38.2446
1.0,1.0,1.0,0.0,05022440,0.0,b'',3.6939503,7e-06,54966.608467,0.01479,0.19,73.8076,8.757,15.286,5719.0,b'False',b'LC',b'TS',b'Simbad',294.9023,40.17
0.0,0.0,1.0,0.0,09753154,0.0,b'',3.7042675,6.9e-06,54998.553701,0.017831,0.39,75.9769,19.6831,12.402,6514.0,b'True',b'LC',b'TS',b'Simbad',282.301,46.5162
1.0,1.0,1.0,0.0,10294608,0.0,b'',3.7089843,6.9e-06,54956.218283,0.029287,0.37,81.5534,9.826,13.344,5603.0,b'False',b'LC',b'TS',b'Simbad',298.7361,47.3775
0.0,1.0,1.0,0.0,04276114,0.0,b'',3.7224071,7.3e-06,55003.79077,0.016391,0.17,73.0204,8.3789,15.691,5524.0,b'False',b'LC',b'TS',b'Simbad',294.8549,39.3054
1.0,1.0,1.0,1.0,06205460,0.0,b'DV',3.722832,7e-06,54956.455222,0.098339,0.58,74.0318,11.3579,12.746,5242.0,b'True',b'LC',b'TS',b'Simbad',291.9801,41.5595
0.0,0.0,1.0,0.0,06200709,0.0,b'',3.72353,2.11e-05,55001.464543,0.025672,0.28,73.4792,12.3963,16.72,5794.0,b'False',b'LC',b'TS',b'Simbad',290.4165,41.5259
1.0,1.0,1.0,1.0,10863286,1.0,b'',3.7238667,7e-06,54955.43462,,,80.3896,13.7987,12.966,7071.0,b'False',b'LC',b'TS',b'Simbad',292.708,48.2069
1.0,1.0,1.0,1.0,05294739,0.0,b'',3.7359952,7.1e-06,54968.053209,0.101796,0.59,74.7945,7.611,13.93,5068.0,b'True',b'LC',b'TS',b'Simbad',296.837,40.4731
1.0,1.0,1.0,0.0,11913071,0.0,b'',3.7478351,7e-06,54955.943496,0.033275,0.37,81.8508,15.6304,9.532,8329.0,b'True',b'LC',b'TS',b'Simbad',291.0612,50.2555
0.0,1.0,1.0,0.0,11913012,0.0,b'',3.7478484,7.1e-06,54967.177975,0.04316,0.35,81.8439,15.6546,14.763,5883.0,b'False',b'LC',b'TS',b'Simbad',291.0223,50.2592
1.0,1.0,1.0,1.0,04758368,0.0,b'',3.7499354,7e-06,54958.206761,0.065651,0.57,73.5373,8.5836,10.805,4594.0,b'True',b'LC',b'TS',b'Simbad',294.9362,39.8525
0.0,0.0,1.0,1.0,11774013,1.0,b'',3.7562477,7.4e-06,55000.572627,,,83.2223,12.1138,13.86,,b'False',b'LC',b'TS',b'Simbad',296.8991,49.9164
1.0,1.0,1.0,1.0,06367628,0.0,b'',3.7796922,7.1e-06,54957.352101,0.103727,0.59,74.518,10.7569,13.035,5185.0,b'False',b'LC',b'TS',b'Simbad',292.985,41.7169
1.0,1.0,1.0,0.0,09005854,0.0,b'',3.7804542,7.2e-06,54968.458209,0.024533,0.27,75.5406,17.5102,15.569,5190.0,b'False',b'LC',b'TS',b'Simbad',285.0311,45.3805
1.0,1.0,1.0,0.0,05802470,0.0,b'',3.7918726,7.2e-06,54967.133705,0.021845,0.26,74.6866,9.0057,13.764,5418.0,b'False',b'LC',b'TS',b'Simbad',295.156,41.0526
0.0,0.0,1.0,0.0,09291368,0.0,b'',3.7964709,0.0002586,55002.319217,0.067468,0.53,79.1577,10.8115,14.005,7889.0,b'False',b'LC',b'TS',b'Simbad',295.826,45.7877
1.0,1.0,1.0,0.0,06628237,0.0,b'',3.8401292,7.4e-06,54968.139103,0.018679,0.18,76.4499,7.9911,14.479,5679.0,b'False',b'LC',b'TS',b'Simbad',297.4709,42.0879
0.0,0.0,1.0,0.0,07212066,0.0,b'',3.8404858,9.3e-06,55186.355299,0.018336,0.21,76.2551,9.7886,15.26,5504.0,b'False',b'LC',b'TS',b'Simbad',295.2115,42.7863
1.0,1.0,1.0,0.0,09411943,0.0,b'',3.8440226,7.4e-06,54967.087833,0.01934,0.22,78.994,11.4229,14.738,5656.0,b'False',b'LC',b'TS',b'Simbad',294.9415,45.9296
0.0,0.0,1.0,0.0,03544694,0.0,b'',3.8457,2.21e-05,5500.426884,0.023668,0.29,71.1841,10.4243,15.925,6172.0,b'False',b'LC',b'TS',b'Simbad',291.4461,38.6398
0.0,1.0,1.0,0.0,03861595,0.0,b'',3.8493669,7.3e-06,54959.728108,0.02042,0.2,72.5166,8.5502,11.432,6054.0,b'True',b'LC',b'TS',b'Simbad',294.3564,38.9474
1.0,1.0,1.0,0.0,06863840,0.0,b'',3.8527339,7.4e-06,54964.745869,0.023521,0.31,74.7665,11.6515,15.138,5024.0,b'False',b'LC',b'TS',b'Simbad',292.0546,42.335
0.0,0.0,1.0,0.0,09166862,0.0,b'',3.8555993,7.4e-06,55003.679731,0.026283,0.27,79.1517,10.3589,15.272,5714.0,b'False',b'LC',b'TS',b'Simbad',296.3929,45.5686
0.0,0.0,1.0,0.0,04815612,0.0,b'',3.8568,0.0001293,54999.315013,0.024885,0.33,70.1313,15.8439,15.175,6387.0,b'False',b'LC',b'TS',b'Simbad',284.521,39.9507
1.0,1.0,1.0,1.0,09028024,0.0,b'',3.8578626,7.4e-06,54968.540428,0.204568,0.86,78.1866,11.7492,14.426,5494.0,b'False',b'LC',b'TS',b'Simbad',294.0099,45.3746
1.0,1.0,1.0,0.0,10155080,0.0,b'',3.8609029,7.4e-06,54957.048137,0.024597,0.29,80.6584,10.9192,13.017,5830.0,b'True',b'LC',b'TS',b'Simbad',296.6983,47.1378
0.0,0.0,1.0,1.0,04474637,0.0,b'',3.8867254,1.62e-05,55002.9943,0.087724,0.58,73.0603,8.8508,16.81,,b'False',b'LC',b'TS',b'Simbad',294.3406,39.5631
1.0,1.0,1.0,0.0,04174507,0.0,b'',3.891825,7.5e-06,54966.03964,0.018876,0.24,73.1705,7.9143,15.439,5723.0,b'False',b'LC',b'TS',b'Simbad',295.4737,39.2138
1.0,1.0,1.0,0.0,05285607,0.0,b'',3.8994011,7.4e-06,54959.57601,0.02738,0.36,74.0184,8.9815,11.419,6235.0,b'True',b'LC',b'TS',b'Simbad',294.772,40.4597
0.0,0.0,1.0,0.0,03231120,0.0,b'',3.90009,2.24e-05,55001.478119,0.024579,0.25,70.5563,11.0816,16.597,5555.0,b'False',b'LC',b'TS',b'Simbad',290.3442,38.3771
0.0,1.0,1.0,0.0,05370302,0.0,b'',3.9043269,7.6e-06,54967.350725,0.02858,0.3,73.8407,9.5043,15.016,5606.0,b'True',b'LC',b'TS',b'Simbad',294.0565,40.5497
1.0,1.0,1.0,0.0,07940533,0.0,b'',3.9055972,7.5e-06,54954.622194,0.048829,0.44,73.4106,18.2379,12.862,5326.0,b'True',b'LC',b'TS',b'Simbad',283.0661,43.7436
0.0,1.0,1.0,0.0,09392702,0.0,b'',3.9093145,1.6e-05,54964.893911,0.033764,0.37,76.3252,17.0243,14.618,6170.0,b'False',b'LC',b'TS',b'Simbad',286.0694,45.9006
1.0,1.0,1.0,0.0,03241344,0.0,b'',3.9126783,7.6e-06,54966.428168,0.023524,0.24,71.4596,9.1831,14.756,5422.0,b'False',b'LC',b'TS',b'Simbad',293.0164,38.3185
0.0,0.0,1.0,0.0,07377033,0.0,b'',3.9136205,7.6e-06,54968.471285,0.014339,0.17,76.6148,9.4602,15.533,5081.0,b'False',b'LC',b'TS',b'Simbad',295.8352,42.9431
0.0,0.0,1.0,0.0,11867071,0.0,b'',3.96385,0.0003896,54999.717143,0.020036,0.21,82.3988,14.1669,14.281,6403.0,b'False',b'LC',b'TS',b'Simbad',293.4837,50.1252
1.0,1.0,1.0,0.0,03973002,0.0,b'',3.9841974,7.8e-06,54967.882431,0.025225,0.34,73.182,7.4524,14.985,5740.0,b'False',b'LC',b'TS',b'Simbad',296.0019,39.0006
1.0,1.0,1.0,1.0,10346522,0.0,b'',3.989142,7.8e-06,54965.571148,0.110493,0.59,80.2333,12.3967,14.404,5286.0,b'False',b'LC',b'TS',b'Simbad',294.4831,47.4527
1.0,1.0,1.0,0.0,06545018,0.0,b'',3.9914603,7.8e-06,54965.835642,0.038328,0.42,76.4678,7.7081,13.748,5594.0,b'False',b'LC',b'TS',b'Simbad',297.8136,41.9631
0.0,0.0,1.0,0.0,07041856,1.0,b'',4.0006688,7.7e-06,54999.450276,,,75.7377,10.3343,11.978,6672.0,b'False',b'LC',b'TS',b'Simbad',294.2315,42.5902
1.0,1.0,1.0,0.0,08504570,0.0,b'',4.0077046,7.8e-06,54955.77716,0.034006,0.35,77.8086,10.5796,13.251,6874.0,b'True',b'LC',b'TS',b'Simbad',295.2366,44.5077
1.0,1.0,1.0,0.0,03427776,0.0,b'',4.0166817,7.9e-06,54967.239974,0.014678,0.17,69.3937,13.9143,15.371,5292.0,b'False',b'LC',b'TS',b'Simbad',286.4524,38.5384
1.0,1.0,1.0,0.0,08242681,0.0,b'',4.020629,7.9e-06,54966.637566,0.029408,0.3,77.4567,10.557,15.472,5961.0,b'False',b'LC',b'TS',b'Simbad',295.039,44.1911
1.0,1.0,1.0,1.0,08234477,0.0,b'',4.0286719,7.9e-06,54966.956865,0.056355,0.5,76.4998,12.3409,13.775,6071.0,b'False',b'LC',b'TS',b'Simbad',292.2291,44.1608
0.0,0.0,1.0,0.0,03097352,0.0,b'',4.02984,2.36e-05,54999.654921,0.029231,0.3,68.884,14.3531,16.936,5760.0,b'False',b'LC',b'TS',b'Simbad',285.6868,38.2612
1.0,1.0,1.0,0.0,07695093,0.0,b'',4.032768,7.9e-06,54966.30036,0.026815,0.27,76.9264,9.6488,13.861,5706.0,b'False',b'LC',b'TS',b'Simbad',295.8083,43.3031
1.0,1.0,1.0,1.0,09835416,1.0,b'',4.0366052,7.8e-06,54957.446497,,,79.2253,12.5031,13.338,6994.0,b'True',b'LC',b'TS',b'Simbad',293.6963,46.6205
0.0,0.0,1.0,0.0,05021174,0.0,b'',4.045054,2.94e-05,55001.636952,0.020111,0.21,73.6901,8.9675,17.705,,b'False',b'LC',b'TS',b'Simbad',294.5877,40.1671
1.0,3.0,2.0,1.0,04247791,0.0,b'',4.0497388,7.9e-06,54954.796044,0.040931,0.26,70.4143,13.7474,11.26,,b'True',b'LC',b'TS',b'Simbad',287.1646,39.3769
0.0,0.0,1.0,0.0,11403216,0.0,b'',4.0532529,1.01e-05,55186.619762,0.025929,0.27,81.1271,14.6303,15.537,5757.0,b'False',b'LC',b'TS',b'Simbad',292.0266,49.2072
0.0,0.0,1.0,1.0,10149845,0.0,b'',4.0563649,7.9e-06,55001.070605,0.236897,0.85,80.1765,11.9415,12.103,,b'False',b'LC',b'TS',b'Simbad',295.0441,47.1965
1.0,1.0,1.0,0.0,09881258,0.0,b'',4.0570249,7.9e-06,54955.695831,0.03083,0.37,77.4168,16.6582,13.281,5845.0,b'False',b'LC',b'TS',b'Simbad',287.1253,46.7335
0.0,0.0,1.0,0.0,04059656,0.0,b'',4.0593977,0.0011813,54966.70959,0.21124,0.79,71.9616,10.1484,11.716,,b'False',b'LC',b'TS',b'Simbad',292.2045,39.1994
1.0,1.0,1.0,0.0,08621026,0.0,b'',4.0594287,7.9e-06,54954.009536,0.03383,0.35,76.516,13.7705,13.374,6375.0,b'False',b'LC',b'TS',b'Simbad',290.4281,44.7873
1.0,1.0,1.0,0.0,10480952,0.0,b'',4.0749064,8e-06,54954.364164,0.032594,0.38,80.8488,11.7037,12.22,,b'True',b'LC',b'TS',b'Simbad',295.8044,47.6709
1.0,1.0,1.0,0.0,08230809,0.0,b'',4.0783467,8.1e-06,54973.317215,0.048737,0.43,76.0826,13.2099,14.936,5618.0,b'True',b'LC',b'TS',b'Simbad',290.8916,44.1688
1.0,3.0,2.0,1.0,04247791,0.0,b'',4.1008708,8e-06,54956.035723,0.049958,0.49,70.4143,13.7474,11.26,,b'True',b'LC',b'TS',b'Simbad',287.1646,39.3769
1.0,1.0,1.0,0.0,02162994,0.0,b'',4.1015955,8.1e-06,54965.631653,0.036112,0.42,70.4545,9.5227,14.162,5410.0,b'False',b'LC',b'TS',b'Simbad',292.0578,37.5921
1.0,1.0,1.0,0.0,11147460,0.0,b'',4.1077356,8.1e-06,54965.942823,0.030707,0.37,81.967,11.9767,13.912,4855.0,b'False',b'LC',b'TS',b'Simbad',296.2048,48.7669
1.0,1.0,1.0,0.0,10935310,0.0,b'',4.1287955,8.1e-06,54957.32131,0.017497,0.15,82.1252,10.7735,13.1,5669.0,b'False',b'LC',b'TS',b'Simbad',297.9157,48.3321
1.0,1.0,1.0,1.0,05610698,0.0,b'',4.1325281,8.2e-06,54965.89133,0.059863,0.54,72.3922,13.1435,13.894,6247.0,b'False',b'LC',b'TS',b'Simbad',288.9205,40.8814
1.0,1.0,1.0,0.0,10031409,0.0,b'',4.1438796,8.2e-06,54957.548369,0.027079,0.35,81.1591,9.6446,13.553,5905.0,b'False',b'LC',b'TS',b'Simbad',298.6847,46.95
1.0,1.0,1.0,0.0,05080652,0.0,b'',4.1443566,8.5e-06,54968.166959,0.029051,0.31,70.6168,15.6241,15.08,5344.0,b'False',b'LC',b'TS',b'Simbad',285.0202,40.2985
0.0,0.0,1.0,0.0,11231334,0.0,b'',4.1574813,8.2e-06,54993.02033,0.040704,0.44,78.9518,19.0735,9.887,6278.0,b'True',b'LC',b'TS',b'Simbad',284.5416,48.9613
1.0,1.0,1.0,0.0,03543270,0.0,b'',4.1769294,8.3e-06,54966.195961,0.030949,0.33,71.0518,10.6987,15.22,5288.0,b'False',b'LC',b'TS',b'Simbad',291.0574,38.6454
0.0,0.0,1.0,0.0,05858519,0.0,b'',4.1825,0.0001451,55000.473253,0.041163,0.39,71.4233,15.8772,14.74,5933.0,b'False',b'LC',b'TS',b'Simbad',285.1032,41.1125
0.0,0.0,1.0,0.0,08972908,0.0,b'',4.2001251,8.3e-06,55092.58974,0.250102,0.99,79.3746,9.2928,12.58,6207.0,b'False',b'LC',b'TS',b'Simbad',297.8735,45.2454
0.0,0.0,1.0,0.0,09446824,0.0,b'',4.2023346,8.7e-06,55004.107067,0.027991,0.28,75.4378,19.5927,15.653,5921.0,b'True',b'LC',b'TS',b'Simbad',282.1841,46.0069
1.0,1.0,1.0,0.0,10924853,0.0,b'',4.2048088,8.4e-06,54965.286281,0.011042,0.1,80.9515,13.0926,15.642,5745.0,b'False',b'LC',b'TS',b'Simbad',294.0215,48.3905
1.0,1.0,1.0,0.0,08095099,0.0,b'',4.2064786,8.4e-06,54965.867114,0.043221,0.45,75.8661,13.0958,14.169,5834.0,b'False',b'LC',b'TS',b'Simbad',290.9104,43.9295
1.0,1.0,1.0,0.0,07919653,0.0,b'',4.2104773,8.4e-06,54965.674654,0.032379,0.38,78.7102,7.2054,13.796,5679.0,b'False',b'LC',b'TS',b'Simbad',299.9372,43.6271
0.0,0.0,3.0,0.0,10091110,0.0,b'',4.2185174,1.07e-05,55185.867931,0.025442,0.25,80.8109,10.4054,15.232,5943.0,b'False',b'LC',b'TS',b'Simbad',297.4661,47.0233
0.0,1.0,1.0,0.0,06849046,0.0,b'',4.225385,8.5e-06,54966.334555,0.023916,0.22,73.2153,14.963,14.014,5491.0,b'True',b'LC',b'TS',b'Simbad',287.1303,42.3501
1.0,1.0,1.0,0.0,07838639,0.0,b'',4.2263951,8.5e-06,54965.330223,0.022194,0.27,77.5099,9.0482,13.774,5959.0,b'False',b'LC',b'TS',b'Simbad',296.9142,43.5195
1.0,1.0,1.0,0.0,03327980,0.0,b'',4.2310217,8.5e-06,54967.106634,0.042965,0.44,69.5321,13.3543,12.119,7321.0,b'False',b'LC',b'TS',b'Simbad',287.1759,38.4336
1.0,1.0,1.0,0.0,06939670,0.0,b'',4.2388552,8.5e-06,54968.201068,0.032029,0.33,73.8922,13.7719,14.858,5436.0,b'False',b'LC',b'TS',b'Simbad',288.9648,42.4694
1.0,1.0,1.0,1.0,08893936,0.0,b'',4.2444806,8.5e-06,54968.941174,0.124417,0.69,78.2135,11.1798,13.973,4697.0,b'False',b'LC',b'TS',b'Simbad',294.7468,45.1383
1.0,1.0,1.0,0.0,04037428,0.0,b'',4.2647283,8.5e-06,54955.403778,0.014985,0.14,69.592,15.1062,12.873,5780.0,b'True',b'LC',b'TS',b'Simbad',285.1447,39.187
1.0,1.0,1.0,0.0,09520700,0.0,b'',4.2736689,8.6e-06,54966.617453,0.028737,0.31,77.4779,15.0279,14.902,5595.0,b'False',b'LC',b'TS',b'Simbad',289.3379,46.1528
1.0,1.0,1.0,0.0,09940565,0.0,b'',4.2786538,8.6e-06,54968.105946,0.072984,0.19,77.3402,17.2696,14.708,4593.0,b'False',b'LC',b'TS',b'Simbad',286.2561,46.8927
0.0,0.0,1.0,0.0,07287391,0.0,b'',4.2860997,1.1e-05,55186.181528,0.016758,0.16,75.7407,10.9705,15.295,,b'False',b'LC',b'TS',b'Simbad',293.4633,42.8841
0.0,0.0,1.0,0.0,01161345,0.0,b'',4.2874555,8.6e-06,55005.028983,0.023798,0.24,69.4057,9.9008,11.631,5836.0,b'True',b'LC',b'TS',b'Simbad',291.0486,36.8399
0.0,0.0,1.0,0.0,05024292,0.0,b'',4.3010324,9.4e-05,55466.368741,0.034588,0.37,73.9657,8.496,14.573,6147.0,b'False',b'LC',b'TS',b'Simbad',295.3001,40.1834
1.0,1.0,1.0,0.0,08098300,0.0,b'',4.3059177,8.6e-06,54956.737583,0.033795,0.36,76.228,12.3481,12.817,6275.0,b'True',b'LC',b'TS',b'Simbad',292.0585,43.9252
0.0,0.0,1.0,1.0,11046124,0.0,b'',4.3074087,6.29e-05,55002.519685,0.23798,0.95,82.5046,10.536,14.417,8809.0,b'False',b'LC',b'TS',b'Simbad',298.5021,48.542
0.0,0.0,1.0,0.0,09532421,0.0,b'',4.309126,2.83e-05,55002.179801,0.014762,0.14,78.9949,11.9302,16.77,4720.0,b'False',b'LC',b'TS',b'Simbad',294.2918,46.162
1.0,1.0,1.0,0.0,06629332,0.0,b'',4.3105565,8.7e-06,54968.730786,0.014116,0.18,76.5019,7.8188,13.997,5452.0,b'True',b'LC',b'TS',b'Simbad',297.7069,42.0474
0.0,1.0,1.0,0.0,03973504,0.0,b'',4.3187277,9.1e-06,55003.478168,0.017343,0.18,73.2658,7.416,15.69,5663.0,b'False',b'LC',b'TS',b'Simbad',296.0949,39.0555
0.0,1.0,1.0,0.0,04149684,0.0,b'',4.3208494,9.1e-06,55004.30436,0.026679,0.25,71.0343,12.0344,13.928,,b'False',b'LC',b'TS',b'Simbad',289.5021,39.2116
0.0,0.0,1.0,0.0,10534155,0.0,b'',4.3270923,8.7e-06,55001.026366,0.008963,0.18,79.6076,14.3356,13.404,5517.0,b'False',b'LC',b'TS',b'Simbad',291.501,47.7478
1.0,1.0,1.0,0.0,03127817,0.0,b'',4.3271394,8.7e-06,54955.117734,0.046655,0.48,71.7458,8.4598,12.155,6504.0,b'True',b'LC',b'TS',b'Simbad',293.9995,38.2322
1.0,1.0,1.0,0.0,05343976,0.0,b'',4.3313919,9e-06,54954.732569,0.024295,0.22,70.8563,15.6661,12.612,,b'False',b'LC',b'TS',b'Simbad',285.0854,40.5276
0.0,0.0,1.0,0.0,04275739,0.0,b'',4.3436563,1.11e-05,55088.178957,0.020534,0.27,73.0156,8.4477,15.58,5435.0,b'False',b'LC',b'TS',b'Simbad',294.7737,39.3338
0.0,0.0,1.0,0.0,07907688,1.0,b'',4.3448368,8.8e-06,55000.020979,,,77.6694,9.0209,14.754,6121.0,b'False',b'LC',b'TS',b'Simbad',297.0528,43.6439
0.0,0.0,1.0,0.0,08328376,1.0,b'',4.3459671,8.7e-06,55000.221037,,,79.4406,7.2681,11.936,6369.0,b'False',b'LC',b'TS',b'Simbad',300.382,44.2801
0.0,1.0,1.0,0.0,05648449,0.0,b'',4.3488637,8.7e-06,54960.906937,0.020725,0.24,75.8688,6.5033,10.68,,b'True',b'LC',b'TS',b'Simbad',298.8039,40.8436
1.0,1.0,1.0,0.0,09002237,0.0,b'',4.3500882,8.8e-06,54967.799459,0.017254,0.15,75.0458,18.716,14.855,5772.0,b'False',b'LC',b'TS',b'Simbad',283.1888,45.3642
0.0,0.0,1.0,0.0,05181804,0.0,b'',4.3505,2.62e-05,55000.068988,0.016685,0.16,72.3354,12.0215,15.929,6363.0,b'False',b'LC',b'TS',b'Simbad',290.2282,40.3554
1.0,1.0,1.0,0.0,08957954,0.0,b'',4.3598503,8.9e-06,54967.308458,0.029195,0.36,77.9576,11.8914,13.96,5845.0,b'False',b'LC',b'TS',b'Simbad',293.6858,45.2387
0.0,0.0,1.0,0.0,10275074,0.0,b'',4.3628836,0.0004415,54999.250399,0.028269,0.33,79.5037,13.7177,14.182,6354.0,b'False',b'LC',b'TS',b'Simbad',292.2675,47.3949
0.0,0.0,1.0,0.0,02441161,0.0,b'',4.38398,2.85e-05,55004.684524,0.019591,0.25,70.1489,10.3636,16.654,5112.0,b'False',b'LC',b'TS',b'Simbad',290.9382,37.7012
1.0,1.0,1.0,0.0,05768927,0.0,b'',4.3905116,9.1e-06,54956.769334,0.019232,0.16,70.8569,17.1547,13.209,5799.0,b'False',b'LC',b'TS',b'Simbad',283.2615,41.0845
1.0,1.0,1.0,0.0,07033748,0.0,b'',4.3927102,8.9e-06,54968.71307,0.057557,0.49,74.9013,11.8899,13.685,6202.0,b'False',b'LC',b'TS',b'Simbad',291.8434,42.5585
0.0,0.0,1.0,0.0,05608566,0.0,b'',4.396997,9e-06,54965.450439,0.013001,0.12,72.1455,13.6656,14.491,5696.0,b'True',b'LC',b'TS',b'Simbad',288.1605,40.8789
1.0,1.0,1.0,0.0,10491031,0.0,b'',4.3981385,8.9e-06,54957.2663,0.037967,0.42,81.8124,9.9397,13.245,,b'False',b'LC',b'TS',b'Simbad',298.7769,47.6554
0.0,0.0,1.0,0.0,07767559,0.0,b'',4.409409,9e-06,54965.209607,0.027589,0.29,77.274,9.3375,15.403,5436.0,b'True',b'LC',b'TS',b'Simbad',296.41,43.4554
1.0,1.0,1.0,1.0,09655187,0.0,b'',4.4162465,8.9e-06,54953.965948,0.28653,0.81,79.1149,12.0087,11.517,7856.0,b'True',b'LC',b'TS',b'Simbad',294.2674,46.3022
1.0,1.0,1.0,1.0,12268220,0.0,b'',4.4215699,8.9e-06,54954.125749,0.045493,0.41,83.995,12.8049,11.425,7826.0,b'True',b'LC',b'TS',b'Simbad',296.4905,50.9059
1.0,1.0,1.0,0.0,06521542,0.0,b'',4.4257541,9.1e-06,54965.681641,0.02793,0.31,74.2066,11.8179,14.28,5880.0,b'False',b'LC',b'TS',b'Simbad',291.5279,41.916
0.0,1.0,1.0,0.0,04547480,0.0,b'',4.4269474,9.1e-06,54966.563088,0.011654,0.12,70.6849,13.8866,15.469,5335.0,b'False',b'LC',b'TS',b'Simbad',287.1379,39.6736
1.0,1.0,1.0,0.0,08301013,0.0,b'',4.4280594,8.9e-06,54957.310989,0.032964,0.38,76.6317,12.35,13.3,6479.0,b'False',b'LC',b'TS',b'Simbad',292.2965,44.2806
1.0,1.0,1.0,1.0,08868650,0.0,b'',4.4473818,9e-06,54957.950912,0.140005,0.62,75.1263,17.8366,11.939,4991.0,b'True',b'LC',b'TS',b'Simbad',284.3973,45.1289
