KIC,T1,e_T1,T2,e_T2,R1_D,e_R1_D,R2_R1,e_R2_R1,T2_T1,Qual,Src,KIS,T1j,T2j,R2_R1j,T1k1,T2k1,R2_R1k1,Simbad,_RA,_DE,V1,V2,V3b,PapIV,HB,DV,Per,e_Per,BJD0,e_BJD0,Morph,GLON,GLAT,Kpmag,Teff,SC,LC,TS,_RA.icrs,_DE.icrs
10857342,10221.0,435.0,7128.0,632.0,1.1e-11,1.73e-12,0.976,0.184,0.594,b'00000',b'1100',1.0,10777.0,7490.0,1.264,9916.0,5791.0,0.625,b'Simbad',290.01151,48.244202,0.0,0.0,1.0,1.0,0.0,b'',2.4159252,2.75e-05,55005.26457,0.055863,0.57,79.6535,15.4484,14.467,8540.0,b'False',b'LC',b'TS',290.0112,48.2442
10858720,7282.0,356.0,7224.0,547.0,6.92e-11,7.65e-12,0.867,0.272,0.99,b'11000',b'1000',1.0,7282.0,7224.0,0.867,3515.0,3516.0,0.779,b'Simbad',290.69626,48.203014,1.0,1.0,1.0,1.0,0.0,b'',0.9523776,1e-06,54954.858926,0.026309,0.63,79.8058,15.0145,10.971,,b'True',b'LC',b'TS',290.6961,48.203
10874226,5844.0,397.0,6778.0,776.0,1.75e-11,1.86e-12,0.473,0.194,0.939,b'00000',b'1100',1.0,5712.0,7529.0,0.41,6096.0,6258.0,0.682,b'Simbad',296.71634,48.211262,1.0,1.0,1.0,0.0,0.0,b'',11.9736249,3.8e-05,54972.249779,0.017705,0.05,81.628,11.417,15.175,5930.0,b'False',b'LC',b'TS',296.7161,48.2113
10874926,6028.0,367.0,5639.0,640.0,1.75e-11,2.2e-12,0.718,0.245,0.83,b'00000',b'1110',2.0,6033.0,5481.0,0.634,6109.0,5660.0,0.796,b'Simbad',296.93268,48.266491,1.0,1.0,1.0,0.0,0.0,b'',11.7031072,3.67e-05,54966.720995,0.013987,0.04,81.7472,11.3162,15.003,5737.0,b'False',b'LC',b'TS',296.9324,48.2666
10879213,3722.0,359.0,3989.0,549.0,9.16e-12,1.84e-12,0.799,0.237,1.096,b'11000',b'0110',2.0,5663.0,6228.0,0.769,3708.0,3956.0,0.807,b'Simbad',298.25992,48.218964,0.0,0.0,1.0,0.0,0.0,b'',1.3369714,4.8e-06,54999.913074,0.014709,0.46,82.138,10.5185,18.792,,b'False',b'LC',b'TS',298.2597,48.219
10905804,9345.0,468.0,7036.0,615.0,8.47e-12,1.75e-12,1.691,0.187,0.829,b'00100',b'1100',1.0,10667.0,7139.0,1.938,9051.0,6777.0,1.039,b'Simbad',283.66922,48.334221,0.0,1.0,1.0,1.0,0.0,b'',0.7510975,7e-07,54964.887166,0.036829,0.68,78.1217,19.407,14.417,8000.0,b'False',b'LC',b'TS',283.6691,48.3342
10905824,10312.0,396.0,8669.0,590.0,2.16e-11,2.25e-12,0.593,0.234,0.831,b'10000',b'1100',1.0,10252.0,8692.0,0.572,10384.0,8653.0,0.609,b'Simbad',283.68591,48.34021,0.0,0.0,1.0,1.0,0.0,b'',2.7195351,4.4e-06,55003.276777,0.596849,0.8,78.1316,19.3986,12.811,9095.0,b'False',b'LC',b'TS',283.6856,48.3403
10920314,7475.0,376.0,6080.0,566.0,2.94e-11,2.49e-12,0.593,0.224,0.787,b'00000',b'1110',2.0,8896.0,6486.0,1.347,7365.0,5879.0,0.566,b'Simbad',291.95663,48.346779,1.0,1.0,1.0,1.0,0.0,b'',0.5051686,4e-07,54953.58661,0.021704,0.64,80.3007,14.3109,13.119,6993.0,b'True',b'LC',b'TS',291.9564,48.3469
10923260,6457.0,367.0,4720.0,720.0,2.06e-11,1.99e-12,0.693,0.2,0.453,b'00000',b'1110',2.0,6549.0,4850.0,0.838,6430.0,4536.0,0.528,b'Simbad',293.34525,48.382301,1.0,1.0,1.0,0.0,0.0,b'',7.436017,1.91e-05,54976.953429,0.028583,0.15,80.7411,13.4926,14.546,5970.0,b'False',b'LC',b'TS',293.345,48.3824
10934755,11197.0,512.0,6707.0,566.0,8.53e-12,1.68e-12,2.325,0.157,0.803,b'00100',b'1110',2.0,11153.0,6889.0,2.297,11845.0,6629.0,2.506,b'Simbad',297.70755,48.337688,1.0,1.0,1.0,1.0,0.0,b'',0.7864843,7e-07,54964.84245,0.041549,0.68,82.0621,10.8975,14.397,7645.0,b'False',b'LC',b'TS',297.7073,48.3377
10936427,5536.0,352.0,3757.0,563.0,2.84e-11,2.32e-12,0.979,0.172,0.789,b'00000',b'1100',1.0,5564.0,3682.0,1.034,5364.0,4484.0,0.57,b'Simbad',298.34381,48.335892,1.0,1.0,1.0,0.0,0.0,b'',14.3610225,4.92e-05,54971.842189,0.076277,0.25,82.2695,10.5269,14.419,5082.0,b'True',b'LC',b'TS',298.3436,48.3359
10937609,6520.0,375.0,5490.0,595.0,3.12e-11,2.91e-12,0.777,0.23,0.834,b'00000',b'1100',1.0,6556.0,5445.0,0.861,6466.0,5581.0,0.687,b'Simbad',298.74158,48.326962,1.0,1.0,1.0,0.0,0.0,b'',2.5704313,4.1e-06,54955.908419,0.033212,0.5,82.3936,10.2921,13.43,6016.0,b'False',b'LC',b'TS',298.7414,48.327
10965963,6243.0,368.0,5989.0,609.0,2.68e-11,2.49e-12,0.688,0.221,0.959,b'00000',b'1100',1.0,6250.0,5926.0,0.62,6226.0,6035.0,0.779,b'Simbad',286.61066,48.479729,1.0,1.0,1.0,0.0,0.0,b'',6.6402415,1.63e-05,54965.775223,0.036675,0.22,78.9804,17.6265,13.881,5814.0,b'True',b'LC',b'TS',286.6104,48.4798
10979669,7115.0,380.0,6254.0,627.0,4.52e-11,5.17e-12,0.685,0.292,0.884,b'00000',b'1000',1.0,7115.0,6254.0,0.685,7305.0,6442.0,0.769,b'Simbad',293.76807,48.421059,1.0,1.0,1.0,1.0,0.0,b'',0.925768,9e-07,54954.500842,0.057198,0.83,80.9033,13.2572,12.333,6697.0,b'False',b'LC',b'TS',293.7679,48.4211
10979716,3962.0,356.0,3757.0,551.0,3.12e-11,3.02e-12,0.77,0.239,0.916,b'00000',b'1100',1.0,3943.0,3737.0,0.717,4031.0,3799.0,0.853,b'Simbad',293.79077,48.401421,1.0,1.0,1.0,0.0,0.0,b'',10.6840564,3.22e-05,54967.082259,0.022285,0.1,80.892,13.235,15.774,3932.0,b'False',b'LC',b'TS',293.7906,48.4014
10987439,6257.0,783.0,6124.0,617.0,9.6e-11,1.02e-11,0.793,0.294,0.944,b'00000',b'1000',2.0,6257.0,6124.0,0.793,6609.0,6179.0,0.79,b'Simbad',296.82587,48.443378,1.0,1.0,1.0,0.0,0.0,b'',10.6745992,3.22e-05,54971.88392,0.02508,0.1,81.8718,11.4624,10.81,6182.0,b'False',b'LC',b'TS',296.8256,48.4434
10989032,10039.0,590.0,8383.0,1374.0,1.52e-11,2.58e-12,0.747,0.32,0.82,b'00000',b'0100',1.0,10252.0,8394.0,0.825,10039.0,8383.0,0.747,b'Simbad',297.39349,48.410751,1.0,1.0,1.0,1.0,0.0,b'',2.3050976,3.5e-06,54966.704728,0.013191,0.53,82.0253,11.1156,13.866,8620.0,b'False',b'LC',b'TS',297.3933,48.4108
10991769,9210.0,878.0,8719.0,1317.0,4.63e-11,7.06e-12,0.934,0.344,0.99,b'00000',b'1000',1.0,9210.0,8719.0,0.934,9304.0,9231.0,0.661,b'Simbad',298.44287,48.412769,0.0,0.0,1.0,1.0,0.0,b'',3.2813452,5.8e-06,55002.672938,0.202793,0.98,82.3704,10.5071,11.126,8412.0,b'True',b'LC',b'TS',298.4426,48.4128
10991989,5039.0,357.0,4759.0,614.0,2.15e-10,4.35e-11,0.723,0.524,0.868,b'00100',b'1000',1.0,5039.0,4759.0,0.723,5345.0,4644.0,0.768,b'Simbad',298.52713,48.418591,1.0,1.0,1.0,1.0,0.0,b'',0.974478,1e-06,54954.64791,0.017607,0.54,82.4035,10.4612,10.282,5021.0,b'True',b'LC',b'TS',298.527,48.4186
10992733,5390.0,355.0,5270.0,564.0,2.01e-11,2.38e-12,0.717,0.252,0.901,b'00000',b'1100',1.0,5361.0,5236.0,0.627,5450.0,5296.0,0.911,b'Simbad',298.80557,48.471989,1.0,1.0,1.0,0.0,0.0,b'',18.5259185,7.1e-05,54977.194097,0.034407,0.08,82.5431,10.3267,15.124,5274.0,b'False',b'LC',b'TS',298.8053,48.472
11017077,6533.0,374.0,5422.0,592.0,3.7e-11,2.98e-12,0.741,0.216,0.799,b'11000',b'1110',2.0,6580.0,5427.0,0.758,6598.0,5378.0,0.747,b'Simbad',284.73947,48.559124,1.0,1.0,1.0,1.0,0.0,b'',0.7085639,6e-07,54965.100945,0.037788,0.68,78.5987,18.8143,13.448,,b'False',b'LC',b'TS',284.7392,48.5591
11027722,6716.0,367.0,6192.0,582.0,1.94e-11,2.22e-12,0.779,0.228,0.923,b'00000',b'0110',2.0,6870.0,6262.0,0.86,6720.0,6191.0,0.859,b'Simbad',290.90582,48.531811,1.0,1.0,1.0,0.0,0.0,b'',0.6781374,6e-07,54965.137801,0.007549,0.47,80.1754,15.0219,14.291,6212.0,b'True',b'LC',b'TS',290.9056,48.5319
11044779,5481.0,382.0,4680.0,842.0,1.74e-11,2.28e-12,0.632,0.26,0.775,b'00000',b'1000',0.0,5481.0,4680.0,0.632,,,,b'Simbad',297.983,48.555649,0.0,0.0,1.0,0.0,0.0,b'',15.6086226,6.98e-05,55195.822728,0.038629,0.14,82.3463,10.8429,15.466,5362.0,b'True',b'LC',b'TS',297.9828,48.5557
11046124,10281.0,1144.0,10148.0,1262.0,1.06e-11,2.19e-12,0.821,0.31,0.984,b'00000',b'1000',0.0,10281.0,10148.0,0.821,,,,b'Simbad',298.50232,48.54192,0.0,0.0,1.0,1.0,0.0,b'',4.3074087,6.29e-05,55002.519685,0.23798,0.95,82.5046,10.536,14.417,8809.0,b'False',b'LC',b'TS',298.5021,48.542
11071207,6659.0,360.0,8734.0,644.0,2.86e-11,1.68e-12,0.185,0.152,0.842,b'00000',b'1111',3.0,6474.0,12189.0,0.175,6882.0,6589.0,0.657,b'Simbad',284.41779,48.680908,1.0,1.0,1.0,0.0,0.0,b'',8.0496347,2.14e-05,54971.653401,0.036678,0.16,78.6434,19.0557,13.831,6427.0,b'True',b'LC',b'TS',284.4175,48.6809
11073223,6463.0,366.0,4393.0,586.0,1.61e-11,1.92e-12,1.059,0.179,0.83,b'00000',b'1011',3.0,6467.0,4121.0,1.117,5682.0,4854.0,0.816,b'Simbad',285.71439,48.601822,1.0,1.0,1.0,0.0,0.0,b'',11.5789467,3.59e-05,54964.797021,0.028347,0.11,78.8771,18.2243,15.003,5800.0,b'False',b'LC',b'TS',285.7141,48.6018
11076279,7712.0,430.0,5638.0,804.0,1.81e-11,2.26e-12,0.876,0.24,0.782,b'00000',b'1100',1.0,6761.0,6160.0,0.907,7752.0,5503.0,0.864,b'Simbad',287.64722,48.646679,0.0,1.0,1.0,1.0,0.0,b'',1.4725851,3.9e-06,54965.926874,0.028297,0.55,79.4076,17.0501,14.206,7130.0,b'False',b'LC',b'TS',287.647,48.6467
11084782,10296.0,424.0,6493.0,749.0,2.3e-11,1.99e-12,1.247,0.173,0.955,b'00000',b'1000',1.0,10296.0,6493.0,1.247,7725.0,7138.0,0.748,b'Simbad',292.19638,48.696541,1.0,1.0,1.0,1.0,0.0,b'',0.586535,5e-07,54953.865163,0.034049,0.93,80.6971,14.3145,12.583,8371.0,b'False',b'LC',b'TS',292.1961,48.6966
11097678,6803.0,351.0,6035.0,860.0,2.95e-11,1.79e-12,1.125,0.363,0.96,b'00001',b'1100',1.0,6836.0,5189.0,1.349,6787.0,6527.0,0.688,b'Simbad',297.61942,48.693508,1.0,1.0,1.0,1.0,0.0,b'',0.9997156,1e-06,54954.857024,0.052921,0.9,82.3512,11.1199,13.22,6493.0,b'False',b'LC',b'TS',297.6192,48.6935
11124509,5634.0,353.0,5193.0,579.0,2.28e-11,2.07e-12,0.575,0.204,0.829,b'00000',b'1111',3.0,5596.0,5345.0,0.645,5688.0,5106.0,0.646,b'Simbad',284.40344,48.70808,1.0,1.0,1.0,0.0,0.0,b'',8.8929049,2.46e-05,54968.730052,0.017213,0.09,78.6671,19.0738,14.735,5417.0,b'False',b'LC',b'TS',284.4031,48.7081
11125936,6352.0,371.0,5613.0,659.0,1.34e-11,1.9e-12,0.763,0.223,0.949,b'00000',b'1100',1.0,6398.0,5002.0,0.727,6255.0,5826.0,0.828,b'Simbad',285.41196,48.725231,0.0,0.0,1.0,0.0,0.0,b'',2.6722175,4.5e-06,54993.892041,0.012184,0.25,78.9251,18.4546,15.507,5848.0,b'True',b'LC',b'TS',285.4117,48.7252
11144556,6629.0,369.0,6476.0,572.0,2.5e-11,2.3e-12,0.803,0.205,0.965,b'00000',b'1110',2.0,6550.0,6386.0,0.705,6827.0,6702.0,0.911,b'Simbad',295.1192,48.732849,1.0,1.0,1.0,1.0,0.0,b'',0.6429797,5e-07,54954.061015,0.039258,0.84,81.5995,12.597,13.551,6428.0,b'False',b'LC',b'TS',295.1189,48.7329
11147276,6080.0,360.0,5406.0,555.0,2.69e-11,2.93e-12,0.77,0.255,0.878,b'00000',b'1100',1.0,6057.0,5392.0,0.728,6115.0,5420.0,0.83,b'Simbad',296.14212,48.702141,1.0,1.0,1.0,0.0,0.0,b'',3.1330583,5.5e-06,54967.102845,0.020566,0.31,81.8887,11.9833,13.984,5656.0,b'False',b'LC',b'TS',296.1419,48.7021
11153627,6383.0,406.0,4697.0,549.0,2.47e-11,2.69e-12,1.582,0.187,0.911,b'00000',b'1000',0.0,6383.0,4697.0,1.582,,,,b'Simbad',298.49265,48.782799,1.0,1.0,1.0,1.0,0.0,b'',0.5616973,5e-07,54965.037034,0.033753,0.89,82.7151,10.6595,13.982,5286.0,b'False',b'LC',b'TS',298.4925,48.7828
11154110,7528.0,362.0,3622.0,553.0,2.94e-11,3.39e-12,0.795,0.249,0.874,b'00000',b'1000',0.0,7528.0,3622.0,0.795,,,,b'Simbad',298.67044,48.74538,1.0,1.0,1.0,1.0,0.0,b'',0.5296642,4e-07,54965.026876,0.029886,0.74,82.7403,10.5391,13.37,6938.0,b'False',b'LC',b'TS',298.6701,48.7454
11179657,18357.0,4856.0,18256.0,4941.0,1.4e-12,1.71e-12,0.743,0.151,0.999,b'11001',b'1100',1.0,21096.0,21228.0,0.767,11410.0,11405.0,0.726,b'Simbad',285.59146,48.847942,0.0,0.0,1.0,1.0,0.0,b'',0.7889122,8e-07,55001.967587,0.036282,0.99,79.0899,18.3866,17.065,,b'True',b'LC',b'TS',285.5913,48.848
11193447,6606.0,358.0,3921.0,554.0,3.8e-11,3.3e-12,0.992,0.184,0.998,b'11000',b'1100',1.0,6670.0,3608.0,1.044,6409.0,6363.0,0.614,b'Simbad',293.38153,48.82476,1.0,1.0,1.0,1.0,0.0,b'',0.625884,5e-07,54953.977495,0.015393,0.64,81.1616,13.6636,13.397,,b'False',b'LC',b'TS',293.3813,48.8248
11198723,6226.0,362.0,4794.0,592.0,1.49e-11,1.87e-12,0.702,0.208,0.751,b'00000',b'1110',2.0,6188.0,4699.0,0.686,6337.0,4841.0,0.766,b'Simbad',295.70044,48.834229,1.0,1.0,1.0,0.0,0.0,b'',6.8403056,1.69e-05,54970.570598,0.026982,0.17,81.8709,12.3026,15.445,5714.0,b'False',b'LC',b'TS',295.7001,48.8343
11200773,6137.0,355.0,3679.0,565.0,3.29e-11,1.93e-12,0.784,0.19,0.586,b'00000',b'1000',0.0,6137.0,3679.0,0.784,,,,b'Simbad',296.47736,48.85371,1.0,1.0,1.0,0.0,0.0,b'',2.4895516,3.9e-06,54965.043382,0.018361,0.31,82.131,11.8586,13.669,5780.0,b'False',b'LC',b'TS',296.4771,48.8537
11228612,6596.0,379.0,4624.0,601.0,1.8e-11,2.05e-12,1.036,0.195,0.69,b'00000',b'1100',1.0,6666.0,4632.0,1.077,6461.0,4613.0,0.844,b'Simbad',282.60721,48.96825,1.0,1.0,1.0,0.0,0.0,b'',2.9804799,5.1e-06,54967.401223,0.022441,0.33,78.518,20.2761,14.647,5829.0,b'False',b'LC',b'TS',282.607,48.9683
11232745,5596.0,355.0,4876.0,578.0,1.34e-11,1.84e-12,0.797,0.201,0.902,b'00000',b'1110',2.0,5607.0,4681.0,0.79,5571.0,5016.0,0.818,b'Simbad',285.47064,48.927292,1.0,1.0,1.0,0.0,0.0,b'',9.6342435,2.77e-05,54970.919026,0.017139,0.09,79.139,18.4888,15.973,5204.0,b'False',b'LC',b'TS',285.4704,48.9273
11233911,5501.0,352.0,5136.0,558.0,2.53e-11,2.32e-12,0.507,0.232,0.909,b'00000',b'1100',1.0,5484.0,5085.0,0.423,5560.0,5177.0,0.699,b'Simbad',286.12268,48.923439,1.0,1.0,1.0,0.0,0.0,b'',4.9598996,1.07e-05,54969.122109,0.035079,0.33,79.2939,18.0864,14.742,5193.0,b'False',b'LC',b'TS',286.1224,48.9234
11234677,7024.0,367.0,3787.0,578.0,3.29e-11,3.47e-12,0.958,0.197,0.577,b'00000',b'1000',2.0,7024.0,3787.0,0.958,7013.0,4468.0,0.822,b'Simbad',286.61768,48.996811,1.0,1.0,1.0,0.0,0.0,b'',1.5874247,2e-06,54953.872607,0.01733,0.43,79.4882,17.8092,13.296,6183.0,b'False',b'LC',b'TS',286.6174,48.9968
11235323,5697.0,358.0,4310.0,553.0,3.76e-11,2.52e-12,1.2,0.176,0.779,b'00000',b'1100',1.0,5826.0,4326.0,1.251,5601.0,4298.0,1.065,b'Simbad',287.04657,48.993229,1.0,1.0,1.0,0.0,0.0,b'',19.6684015,7.65e-05,54965.523185,0.125934,0.29,79.5919,17.5456,13.486,5071.0,b'True',b'LC',b'TS',287.0464,48.9933
11250867,6348.0,353.0,3817.0,547.0,3.82e-11,1.79e-12,0.502,0.172,0.6,b'00000',b'1110',2.0,6383.0,3809.0,0.674,6325.0,3819.0,0.36,b'Simbad',294.97415,48.94458,1.0,1.0,1.0,0.0,0.0,b'',2.2528222,3.4e-06,54955.621171,0.020795,0.38,81.7487,12.7779,13.387,5875.0,b'False',b'LC',b'TS',294.974,48.9446
11255667,6869.0,380.0,6301.0,709.0,8.94e-11,8.26e-12,0.615,0.272,0.906,b'00000',b'1000',1.0,6869.0,6301.0,0.615,6995.0,6282.0,0.793,b'Simbad',296.77042,48.92231,1.0,1.0,1.0,1.0,0.0,b'',0.8189143,8e-07,54954.269242,0.045358,0.88,82.2853,11.7206,10.941,6355.0,b'False',b'LC',b'TS',296.7702,48.9223
11285625,7129.0,373.0,6756.0,583.0,1.08e-10,1.89e-11,0.787,0.433,0.938,b'00000',b'1000',2.0,7129.0,6756.0,0.787,7293.0,6811.0,0.761,b'Simbad',285.21619,49.08947,1.0,1.0,1.0,0.0,0.0,b'',10.7904443,3.22e-05,54975.33451,0.047294,0.23,79.2386,18.7015,10.143,6882.0,b'True',b'LC',b'TS',285.216,49.0895
11287726,5512.0,352.0,4230.0,554.0,3.28e-11,1.99e-12,0.498,0.185,0.764,b'00000',b'1100',1.0,5503.0,4217.0,0.567,5526.0,4244.0,0.388,b'Simbad',286.52194,49.069149,1.0,1.0,1.0,0.0,0.0,b'',4.7377142,1e-05,54965.324676,0.038302,0.35,79.5354,17.8938,14.176,5167.0,b'False',b'LC',b'TS',286.5216,49.0692
11295347,7590.0,422.0,10733.0,1027.0,5e-11,3.21e-12,0.442,0.213,1.003,b'00000',b'1000',1.0,7590.0,10733.0,0.442,8576.0,8607.0,0.77,b'Simbad',290.98907,49.072762,1.0,1.0,1.0,1.0,0.0,b'',0.8884399,9e-07,54954.53801,0.05004,0.97,80.71,15.1929,11.729,7620.0,b'False',b'LC',b'TS',290.9888,49.0728
11303526,6929.0,381.0,6698.0,586.0,3.13e-11,2.77e-12,0.814,0.218,0.961,b'00000',b'1110',2.0,6844.0,6717.0,0.659,7066.0,6789.0,0.88,b'Simbad',294.94562,49.030289,1.0,1.0,1.0,1.0,0.0,b'',0.7200905,6e-07,54954.138339,0.044289,0.86,81.8185,12.8333,13.002,6471.0,b'False',b'LC',b'TS',294.9454,49.0303
11303811,5141.0,354.0,5087.0,550.0,1.64e-11,1.99e-12,0.889,0.209,0.999,b'00000',b'1110',2.0,5193.0,4265.0,0.967,5176.0,5162.0,0.857,b'Simbad',295.06152,49.046558,0.0,0.0,1.0,1.0,0.0,b'',3.3794695,7.8e-06,55002.298415,0.207859,0.85,81.8685,12.7729,15.77,4799.0,b'False',b'LC',b'TS',295.0612,49.0466
11338865,9787.0,488.0,8635.0,834.0,1.75e-11,2.29e-12,0.809,0.253,0.888,b'00000',b'1100',1.0,9777.0,8384.0,0.878,9794.0,8859.0,0.759,b'Simbad',285.31247,49.114578,1.0,1.0,1.0,1.0,0.0,b'',0.8803849,9e-07,54954.092011,0.047888,0.87,79.2864,18.651,13.275,8658.0,b'False',b'LC',b'TS',285.3122,49.1146
11347875,4954.0,353.0,3609.0,542.0,4.45e-11,2.21e-12,1.624,0.155,0.913,b'00000',b'1110',2.0,4983.0,3851.0,1.205,5004.0,3588.0,1.726,b'Simbad',290.46725,49.198639,1.0,1.0,1.0,1.0,0.0,b'',3.4550909,6.3e-06,54965.55277,0.310258,0.86,80.686,15.556,13.809,4426.0,b'False',b'LC',b'TS',290.4671,49.1987
11391181,5437.0,359.0,5150.0,604.0,1.91e-11,2.77e-12,0.653,0.317,0.876,b'00000',b'0100',1.0,5799.0,5076.0,0.884,5437.0,5150.0,0.653,b'Simbad',284.99454,49.228161,1.0,1.0,1.0,0.0,0.0,b'',8.6173396,2.36e-05,54972.068475,0.024641,0.12,79.3237,18.8852,15.257,5218.0,b'False',b'LC',b'TS',284.9943,49.2282
11391667,5621.0,357.0,5352.0,560.0,4.86e-11,3.66e-12,0.744,0.214,0.948,b'00000',b'1110',2.0,5655.0,5394.0,0.916,5601.0,5307.0,0.716,b'Simbad',285.30206,49.263451,1.0,1.0,1.0,0.0,0.0,b'',1.0837368,1.2e-06,54954.131308,0.011009,0.45,79.4314,18.7088,12.923,5394.0,b'True',b'LC',b'TS',285.3017,49.2635
11401845,8627.0,421.0,7095.0,580.0,1.37e-11,2.08e-12,0.953,0.251,0.856,b'00000',b'0110',2.0,10980.0,5945.0,2.329,8723.0,7105.0,1.025,b'Simbad',291.297,49.244469,0.0,0.0,1.0,1.0,0.0,b'',2.161399,0.0001642,55005.930055,0.042298,0.56,80.9577,15.0795,14.355,7590.0,b'False',b'LC',b'TS',291.2967,49.2445
11403216,6056.0,356.0,4573.0,771.0,1.58e-11,1.82e-12,0.374,0.211,0.423,b'00000',b'1110',2.0,6006.0,4826.0,0.618,6090.0,4539.0,0.417,b'Simbad',292.02689,49.20718,0.0,0.0,1.0,0.0,0.0,b'',4.0532529,1.01e-05,55186.619762,0.025929,0.27,81.1271,14.6303,15.537,5757.0,b'False',b'LC',b'TS',292.0266,49.2072
11404698,4634.0,360.0,3723.0,557.0,3.26e-11,3.32e-12,1.185,0.212,0.8,b'00000',b'0100',1.0,3652.0,3631.0,0.726,4634.0,3723.0,1.185,b'Simbad',292.78284,49.230389,1.0,1.0,1.0,1.0,0.0,b'',0.5901921,5e-07,54964.788397,0.011551,0.58,81.3645,14.1926,14.854,4264.0,b'False',b'LC',b'TS',292.7827,49.2304
11408810,9887.0,797.0,6720.0,595.0,2.19e-11,4.95e-12,1.474,0.459,0.794,b'00001',b'1100',1.0,10296.0,6686.0,1.664,8864.0,7186.0,0.797,b'Simbad',294.73035,49.29438,1.0,1.0,1.0,1.0,0.0,b'',0.7492874,7e-07,54953.868542,0.047069,0.8,81.9957,13.0777,12.607,7555.0,b'False',b'LC',b'TS',294.7302,49.2944
11409698,6844.0,359.0,4099.0,654.0,3.05e-11,1.88e-12,0.492,0.197,0.591,b'00000',b'1100',1.0,6809.0,3993.0,0.476,6974.0,4471.0,0.516,b'Simbad',295.14685,49.28241,1.0,1.0,1.0,0.0,0.0,b'',10.2678271,3.03e-05,54972.176164,0.038336,0.14,82.1101,12.8298,13.691,6409.0,b'False',b'LC',b'TS',295.1465,49.2824
11447953,6563.0,453.0,6520.0,666.0,6.71e-11,6.84e-12,0.923,0.255,0.969,b'00000',b'1000',2.0,6563.0,6520.0,0.923,6656.0,6482.0,0.698,b'Simbad',287.80795,49.37809,1.0,1.0,1.0,1.0,0.0,b'',1.4988837,1.9e-06,54955.251162,0.083621,0.94,80.1589,17.2248,11.256,6412.0,b'True',b'LC',b'TS',287.8077,49.3781
11455484,6170.0,1592.0,4813.0,1278.0,2.25e-09,1.3e-09,0.804,0.33,0.738,b'11000',b'1000',0.0,6170.0,4813.0,0.804,,,,b'Simbad',292.02893,49.387688,0.0,0.0,1.0,0.0,0.0,b'',6.14275,4.3e-05,54998.885719,0.244738,0.3,81.2972,14.7046,16.152,,b'False',b'LC',b'TS',292.0287,49.3877
11455795,4675.0,351.0,3604.0,543.0,2.76e-11,1.83e-12,0.607,0.182,0.726,b'00000',b'1110',2.0,4660.0,3609.0,0.56,4677.0,3618.0,0.55,b'Simbad',292.18417,49.31004,1.0,1.0,1.0,0.0,0.0,b'',1.0573353,1.1e-06,54964.791642,0.012312,0.47,81.2681,14.5803,15.414,4477.0,b'False',b'LC',b'TS',292.1838,49.3101
11457191,6325.0,367.0,4587.0,608.0,2.08e-11,2.04e-12,1.0,0.181,0.952,b'00000',b'1100',1.0,6356.0,4341.0,1.037,6145.0,5363.0,0.834,b'Simbad',292.92563,49.34734,1.0,1.0,1.0,1.0,0.0,b'',2.2983953,3.5e-06,54965.967089,0.025103,0.52,81.5146,14.1585,14.554,5598.0,b'False',b'LC',b'TS',292.9254,49.3474
11495766,5712.0,359.0,5812.0,630.0,3.87e-11,3.14e-12,0.551,0.23,1.0,b'00000',b'1100',1.0,5672.0,6340.0,0.486,5744.0,5765.0,0.601,b'Simbad',285.22531,49.424179,0.0,0.0,1.0,0.0,0.0,b'',8.3404432,2.23e-05,55009.377729,0.046025,0.1,79.5727,18.8109,13.391,5631.0,b'False',b'LC',b'TS',285.2251,49.4242
11495781,9426.0,1644.0,7285.0,730.0,1.34e-11,4.86e-12,1.714,0.621,0.993,b'00001',b'1100',1.0,11245.0,7231.0,1.926,8032.0,8214.0,0.721,b'Simbad',285.23117,49.461449,1.0,1.0,1.0,1.0,0.0,b'',0.5079343,4e-07,54954.041627,0.032169,0.94,79.611,18.8201,13.438,7729.0,b'False',b'LC',b'TS',285.231,49.4614
11499757,6421.0,384.0,5869.0,631.0,1.68e-11,2.03e-12,0.817,0.215,0.94,b'00000',b'1110',2.0,6487.0,5230.0,0.78,6354.0,5960.0,0.817,b'Simbad',287.7262,49.435261,1.0,1.0,1.0,0.0,0.0,b'',12.3143985,3.94e-05,54967.251422,0.035349,0.13,80.1939,17.2955,14.76,5997.0,b'False',b'LC',b'TS',287.7259,49.4353
11509282,11876.0,516.0,6208.0,569.0,8.22e-12,1.78e-12,3.423,0.152,0.979,b'00000',b'1110',2.0,11945.0,6166.0,3.475,12093.0,6172.0,3.388,b'Simbad',292.87076,49.43861,1.0,1.0,1.0,1.0,0.0,b'',0.6340339,5e-07,54965.036787,0.037934,0.83,81.5839,14.2298,13.796,7139.0,b'False',b'LC',b'TS',292.8705,49.4386
11564013,6206.0,424.0,5370.0,663.0,1.59e-11,2.12e-12,0.965,0.218,0.868,b'00000',b'1100',1.0,5465.0,4917.0,1.006,6244.0,5428.0,0.838,b'Simbad',294.31912,49.532131,0.0,0.0,1.0,0.0,0.0,b'',1.7505355,3e-06,55002.694501,0.046482,0.45,82.092,13.4232,15.207,5580.0,b'False',b'LC',b'TS',294.3188,49.5322
