KIC,T1,e_T1,T2,e_T2,R1_D,e_R1_D,R2_R1,e_R2_R1,T2_T1,Qual,Src,KIS,T1j,T2j,R2_R1j,T1k1,T2k1,R2_R1k1,Simbad,_RA,_DE,V1,V2,V3b,PapIV,HB,DV,Per,e_Per,BJD0,e_BJD0,Morph,GLON,GLAT,Kpmag,Teff,SC,LC,TS,_RA.icrs,_DE.icrs
10221886,6568.0,391.0,6062.0,640.0,4.59e-11,3.85e-12,0.77,0.228,0.895,b'00000',b'1110',2.0,6491.0,5999.0,0.734,6684.0,6107.0,0.833,b'Simbad',296.89856,47.281609,0.0,0.0,1.0,1.0,1.0,b'',8.3167176,2.23e-05,55004.929759,,,80.8531,10.8681,12.448,6148.0,b'False',b'LC',b'TS',296.8984,47.2816
10226388,7378.0,988.0,7610.0,733.0,6.82e-11,1e-11,0.919,0.359,0.953,b'11100',b'1000',1.0,7378.0,7610.0,0.919,7493.0,7793.0,0.893,b'Simbad',298.14886,47.277199,1.0,1.0,1.0,1.0,0.0,b'',0.6606574,6e-07,54954.11653,0.032137,0.77,81.2658,10.1233,10.772,,b'False',b'LC',b'TS',298.1486,47.2773
10228240,6691.0,366.0,6395.0,622.0,2.28e-11,2.63e-12,0.757,0.254,0.94,b'00000',b'1100',1.0,6647.0,6282.0,0.661,6849.0,6497.0,0.833,b'Simbad',298.63913,47.220791,0.0,0.0,1.0,1.0,0.0,b'',2.1734211,3.2e-06,55000.69732,0.507994,0.88,81.3822,9.8058,13.977,6404.0,b'False',b'LC',b'TS',298.6389,47.2209
10229723,7141.0,376.0,5757.0,552.0,4.21e-11,2.66e-12,1.165,0.185,0.961,b'00000',b'1111',3.0,7771.0,5688.0,1.633,6611.0,6397.0,0.765,b'Simbad',299.02002,47.220509,1.0,1.0,1.0,1.0,0.0,b'',0.6287243,5e-07,54953.68429,0.036748,0.83,81.5122,9.5811,11.971,6201.0,b'False',b'LC',b'TS',299.0197,47.2205
10257903,6424.0,387.0,4791.0,612.0,1.38e-11,1.93e-12,1.05,0.201,0.91,b'00000',b'1100',1.0,6546.0,4446.0,1.121,6190.0,5553.0,0.826,b'Simbad',284.0842,47.373589,1.0,1.0,1.0,1.0,0.0,b'',0.8585697,8e-07,54965.028405,0.017954,0.59,77.2633,18.8218,15.482,5761.0,b'False',b'LC',b'TS',284.084,47.3736
10259029,6256.0,490.0,4166.0,665.0,6.86e-12,2.33e-12,1.423,0.261,0.565,b'00000',b'0010',2.0,6155.0,4177.0,0.768,5655.0,4067.0,0.771,b'Simbad',284.67484,47.340809,0.0,0.0,1.0,0.0,0.0,b'',7.06114,5.29e-05,55002.866032,0.021219,0.12,77.3762,18.4349,17.115,5373.0,b'False',b'LC',b'TS',284.6746,47.3409
10259530,7721.0,353.0,7301.0,540.0,3.8e-11,1.97e-12,0.791,0.162,1.013,b'00001',b'1100',1.0,7686.0,7293.0,0.726,7782.0,7310.0,0.849,b'Simbad',284.9397,47.335369,1.0,1.0,1.0,1.0,0.0,b'',0.7072062,6e-07,54964.588439,0.042426,0.86,77.4368,18.2648,12.121,7736.0,b'False',b'LC',b'TS',284.9395,47.3354
10264202,5611.0,353.0,4035.0,552.0,1.46e-11,1.87e-12,1.132,0.169,0.916,b'00000',b'1110',2.0,5648.0,3648.0,1.197,5522.0,5038.0,0.763,b'Simbad',287.42365,47.373341,1.0,1.0,1.0,0.0,0.0,b'',1.0351478,1.1e-06,54965.550176,0.014342,0.5,78.1154,16.7111,15.777,5207.0,b'False',b'LC',b'TS',287.4234,47.3733
10268903,3668.0,353.0,3624.0,545.0,1.89e-11,2.39e-12,0.772,0.254,0.847,b'11000',b'1100',1.0,3638.0,3609.0,0.806,3710.0,3655.0,0.745,b'Simbad',289.71304,47.343498,0.0,0.0,1.0,0.0,0.0,b'',1.1039663,3.6e-06,54999.910577,0.009749,0.39,78.7145,15.2708,17.362,,b'False',b'LC',b'TS',289.7129,47.3435
10274218,7855.0,442.0,7938.0,811.0,8.92e-11,1.07e-11,0.745,0.305,0.983,b'11000',b'1000',1.0,7855.0,7938.0,0.745,8198.0,8568.0,0.62,b'Simbad',291.92697,47.347076,0.0,1.0,1.0,1.0,0.0,b'',1.7641118,2.4e-06,55003.411999,0.11233,0.95,79.3579,13.9061,10.321,,b'False',b'LC',b'TS',291.9268,47.3471
10274244,5800.0,485.0,3966.0,760.0,9.84e-11,1.08e-11,0.851,0.327,0.486,b'00000',b'1000',0.0,5800.0,3966.0,0.851,,,,b'Simbad',291.9364,47.309689,1.0,1.0,1.0,0.0,0.0,b'',13.6836897,4.53e-05,54954.526463,0.028389,0.08,79.3258,13.8844,11.544,5206.0,b'True',b'LC',b'TS',291.9362,47.3097
10275747,9714.0,413.0,5897.0,665.0,2.18e-11,1.88e-12,1.362,0.167,0.749,b'00000',b'1100',1.0,9671.0,6191.0,1.353,10155.0,5369.0,1.388,b'Simbad',292.53851,47.364422,1.0,1.0,1.0,1.0,0.0,b'',0.6617485,6e-07,54954.274697,0.025116,0.62,79.5564,13.5391,12.796,7362.0,b'False',b'LC',b'TS',292.5382,47.3644
10275887,6914.0,402.0,4640.0,587.0,3.42e-11,3.36e-12,1.157,0.234,0.723,b'11000',b'1000',0.0,6914.0,4640.0,1.157,,,,b'Simbad',292.59222,47.392277,1.0,1.0,1.0,0.0,0.0,b'',9.7267496,2.8e-05,54972.476667,0.122534,0.48,79.5984,13.5183,13.04,,b'False',b'LC',b'TS',292.5919,47.3923
10287248,4487.0,351.0,3744.0,565.0,5.39e-11,3.95e-12,0.636,0.231,0.519,b'11000',b'1100',1.0,4475.0,4076.0,0.443,4687.0,3664.0,0.846,b'Simbad',296.69562,47.327309,0.0,0.0,1.0,0.0,0.0,b'',4.7222568,1.03e-05,55733.752354,0.023637,0.2,80.8274,11.0109,13.987,,b'True',b'LC',b'TS',296.6954,47.3273
10291683,9522.0,423.0,9176.0,547.0,8.34e-11,1.83e-12,0.747,0.151,0.955,b'00001',b'1100',1.0,9598.0,9111.0,0.731,9124.0,9290.0,0.761,b'Simbad',297.92957,47.39061,1.0,1.0,1.0,1.0,0.0,b'',2.0437432,2.9e-06,54954.270446,0.117615,0.91,81.2927,10.3083,9.923,8359.0,b'True',b'LC',b'TS',297.9294,47.3907
10292413,7135.0,389.0,3959.0,556.0,1.53e-11,2.06e-12,1.89,0.156,0.988,b'11000',b'1110',2.0,7008.0,3770.0,1.801,7413.0,4181.0,1.691,b'Simbad',298.1235,47.325054,1.0,1.0,1.0,1.0,0.0,b'',0.5591588,4e-07,54954.202209,0.033151,0.95,81.2997,10.1617,13.194,,b'False',b'LC',b'TS',298.1233,47.3252
10294608,5947.0,354.0,3562.0,541.0,3.33e-11,2.33e-12,1.525,0.155,0.94,b'00000',b'1100',1.0,5946.0,3539.0,1.545,5955.0,5718.0,0.757,b'Simbad',298.73633,47.37743,1.0,1.0,1.0,0.0,0.0,b'',3.7089843,6.9e-06,54956.218283,0.029287,0.37,81.5534,9.826,13.344,5603.0,b'False',b'LC',b'TS',298.7361,47.3775
10295951,7501.0,409.0,5340.0,818.0,4.04e-11,3.04e-12,0.599,0.23,0.621,b'00000',b'1100',1.0,7421.0,5981.0,0.873,7512.0,5000.0,0.487,b'Simbad',299.10281,47.377781,1.0,1.0,1.0,0.0,0.0,b'',6.8108248,1.67e-05,54955.424427,0.062355,0.36,81.6789,9.6108,12.628,6998.0,b'True',b'LC',b'TS',299.1027,47.3778
10296163,6737.0,363.0,4183.0,646.0,3.74e-11,2.2e-12,0.627,0.197,0.595,b'00000',b'1100',1.0,6705.0,4079.0,0.585,6874.0,4409.0,0.71,b'Simbad',299.16693,47.356098,1.0,1.0,1.0,0.0,0.0,b'',9.2967644,2.6e-05,54959.3874,0.043059,0.17,81.6818,9.5624,13.211,6229.0,b'False',b'LC',b'TS',299.1667,47.3561
10330495,5255.0,353.0,4291.0,629.0,2.81e-11,2.14e-12,0.558,0.194,0.599,b'00000',b'1110',2.0,5251.0,4060.0,0.492,5313.0,4644.0,0.712,b'Simbad',287.87509,47.445759,1.0,1.0,1.0,0.0,0.0,b'',18.0600812,6.85e-05,54971.610227,0.084595,0.18,78.3062,16.4558,14.724,5132.0,b'True',b'LC',b'TS',287.8749,47.4458
10332789,6244.0,370.0,4812.0,782.0,1.22e-11,1.82e-12,0.581,0.226,0.456,b'00000',b'1110',2.0,6160.0,4825.0,0.619,6265.0,4418.0,0.519,b'Simbad',289.0368,47.46595,1.0,1.0,1.0,0.0,0.0,b'',18.7407263,7.23e-05,54968.206431,0.036371,0.08,78.6423,15.7395,15.861,5893.0,b'False',b'LC',b'TS',289.0366,47.4659
10346522,5912.0,362.0,4309.0,568.0,2.51e-11,2.1e-12,1.009,0.185,0.732,b'00000',b'1100',1.0,6141.0,4289.0,1.269,5874.0,4319.0,0.763,b'Simbad',294.48337,47.45266,1.0,1.0,1.0,1.0,0.0,b'',3.989142,7.8e-06,54965.571148,0.110493,0.59,80.2333,12.3967,14.404,5286.0,b'False',b'LC',b'TS',294.4831,47.4527
10351767,6639.0,360.0,4959.0,587.0,1.98e-11,1.99e-12,0.944,0.172,0.897,b'00000',b'1110',2.0,6720.0,4049.0,0.984,6525.0,5562.0,0.808,b'Simbad',296.32028,47.40657,1.0,1.0,1.0,1.0,0.0,b'',0.6350697,5e-07,54965.114615,0.013779,0.58,80.7763,11.2724,14.539,6113.0,b'True',b'LC',b'TS',296.3201,47.4066
10363300,5926.0,377.0,4655.0,631.0,2.21e-11,2.6e-12,0.956,0.229,0.783,b'00000',b'1100',1.0,5961.0,4242.0,1.028,5912.0,4771.0,0.781,b'Simbad',299.63449,47.477249,1.0,1.0,1.0,1.0,0.0,b'',0.9349261,9e-07,54965.177722,0.019389,0.56,81.949,9.3496,14.681,5700.0,b'False',b'LC',b'TS',299.6342,47.4773
10383620,7938.0,350.0,7023.0,540.0,3e-11,1.65e-12,0.774,0.151,0.891,b'00101',b'1100',1.0,7928.0,7015.0,0.797,7946.0,7032.0,0.76,b'Simbad',280.83771,47.578991,1.0,1.0,1.0,1.0,0.0,b'',0.7345628,7e-07,54954.126474,0.024989,0.64,76.7166,20.9648,12.83,7470.0,b'False',b'LC',b'TS',280.8374,47.579
10383696,5395.0,360.0,4251.0,798.0,1.02e-11,1.74e-12,0.537,0.223,0.693,b'00000',b'1100',1.0,5402.0,4427.0,0.553,5392.0,4214.0,0.517,b'Simbad',280.8858,47.565632,0.0,0.0,1.0,0.0,0.0,b'',8.4877,6.85e-05,55001.468218,0.02711,0.13,76.7136,20.9298,16.947,5346.0,b'False',b'LC',b'TS',280.8856,47.5657
10384962,5994.0,358.0,4241.0,653.0,2.5e-11,2.01e-12,0.672,0.186,0.453,b'00000',b'1110',2.0,5987.0,4122.0,0.67,5889.0,4488.0,0.593,b'Simbad',281.77554,47.59325,0.0,1.0,1.0,0.0,0.0,b'',2.8792429,4.9e-06,54966.279857,0.018025,0.24,76.9404,20.3677,14.371,5688.0,b'False',b'LC',b'TS',281.7753,47.5932
10385682,5962.0,356.0,5929.0,558.0,1.67e-11,2.18e-12,0.715,0.247,0.988,b'00000',b'1100',1.0,5922.0,5892.0,0.69,6007.0,5963.0,0.747,b'Simbad',282.18964,47.523762,1.0,1.0,1.0,0.0,0.0,b'',6.2074615,1.47e-05,54965.873706,0.04112,0.34,76.9647,20.0807,15.001,5805.0,b'False',b'LC',b'TS',282.1894,47.5238
10417135,10005.0,494.0,8206.0,662.0,1.74e-11,2.3e-12,1.112,0.23,0.963,b'00000',b'1100',1.0,11127.0,7959.0,1.211,9390.0,8998.0,0.869,b'Simbad',296.47787,47.554729,1.0,1.0,1.0,1.0,0.0,b'',1.2033317,1.4e-06,54965.316632,0.063906,0.94,80.9607,11.2482,13.249,8421.0,b'False',b'LC',b'TS',296.4777,47.5548
10454401,5689.0,355.0,5583.0,595.0,1.55e-11,1.94e-12,0.642,0.22,0.952,b'00000',b'1110',2.0,5648.0,5513.0,0.539,5744.0,5599.0,0.728,b'Simbad',284.31717,47.678638,1.0,1.0,1.0,0.0,0.0,b'',12.1807225,3.9e-05,54972.345207,0.024965,0.12,77.6229,18.7782,15.386,5568.0,b'False',b'LC',b'TS',284.3169,47.6787
10454725,8600.0,1069.0,6176.0,640.0,1.03e-11,3.92e-12,1.605,0.607,0.746,b'00001',b'1100',1.0,9731.0,6345.0,1.903,7711.0,5658.0,0.727,b'Simbad',284.46524,47.60265,0.0,1.0,1.0,1.0,0.0,b'',0.8317678,1.7e-06,54964.748311,0.039056,0.64,77.5836,18.6584,14.241,6911.0,b'False',b'LC',b'TS',284.4649,47.6026
10480952,7152.0,611.0,7128.0,720.0,4.51e-11,1.04e-09,0.784,0.153,1.005,b'11001',b'1110',2.0,7191.0,7204.0,0.741,6126.0,6192.0,0.806,b'Simbad',295.80463,47.670906,1.0,1.0,1.0,0.0,0.0,b'',4.0749064,8e-06,54954.364164,0.032594,0.38,80.8488,11.7037,12.22,,b'True',b'LC',b'TS',295.8044,47.6709
10483644,6171.0,360.0,4308.0,655.0,2.9e-11,2.05e-12,0.737,0.182,0.431,b'00000',b'1110',2.0,6392.0,4353.0,0.949,6070.0,4248.0,0.578,b'Simbad',296.6817,47.600342,1.0,1.0,1.0,0.0,0.0,b'',5.1107711,1.11e-05,54966.31461,0.016241,0.12,81.0679,11.1486,13.985,5781.0,b'False',b'LC',b'TS',296.6815,47.6004
10486425,7495.0,360.0,5916.0,643.0,4.21e-11,2.88e-12,0.462,0.219,0.741,b'00000',b'1100',1.0,7431.0,5942.0,0.348,7950.0,5909.0,0.576,b'Simbad',297.47675,47.658981,1.0,1.0,1.0,0.0,0.0,b'',5.274816,1.17e-05,54969.708432,0.029458,0.25,81.3809,10.7058,12.465,7018.0,b'False',b'LC',b'TS',297.4765,47.659
10487119,5720.0,359.0,5649.0,579.0,1.33e-11,2.09e-12,0.764,0.266,0.98,b'00000',b'1100',1.0,5708.0,5598.0,0.755,5729.0,5690.0,0.772,b'Simbad',297.66129,47.62394,0.0,1.0,1.0,0.0,0.0,b'',6.7493598,2.19e-05,55008.646287,0.02842,0.2,81.4107,10.58,15.746,5500.0,b'False',b'LC',b'TS',297.6611,47.624
10489521,6648.0,374.0,5374.0,842.0,1.04e-11,1.77e-12,0.698,0.224,0.885,b'00000',b'1100',1.0,6633.0,5054.0,0.641,6754.0,5624.0,0.754,b'Simbad',298.35327,47.66888,0.0,0.0,1.0,0.0,0.0,b'',3.2245044,1.7e-05,55000.317036,0.027572,0.38,81.6814,10.1947,16.169,6147.0,b'False',b'LC',b'TS',298.353,47.6689
10490960,6371.0,350.0,6265.0,540.0,2e-11,1.66e-12,0.783,0.152,0.992,b'00001',b'1100',1.0,6376.0,6249.0,0.807,6365.0,6285.0,0.763,b'Simbad',298.75854,47.69558,1.0,1.0,1.0,0.0,0.0,b'',5.6824111,1.3e-05,54966.63684,0.032886,0.23,81.8416,9.9704,14.3,5787.0,b'False',b'LC',b'TS',298.7584,47.6956
10491031,6635.0,376.0,6679.0,630.0,2.76e-11,2.89e-12,0.705,0.25,1.0,b'11000',b'1100',1.0,6603.0,6621.0,0.706,6719.0,6741.0,0.705,b'Simbad',298.77716,47.655403,1.0,1.0,1.0,0.0,0.0,b'',4.3981385,8.9e-06,54957.2663,0.037967,0.42,81.8124,9.9397,13.245,,b'False',b'LC',b'TS',298.7769,47.6554
10518735,5216.0,357.0,4928.0,581.0,1.07e-11,1.94e-12,0.712,0.269,0.895,b'00000',b'1100',1.0,5227.0,4924.0,0.739,5207.0,4931.0,0.689,b'Simbad',283.91565,47.784569,0.0,0.0,1.0,0.0,0.0,b'',19.515,0.0002188,55008.246386,0.028163,0.06,77.6313,19.0681,16.739,5146.0,b'False',b'LC',b'TS',283.9155,47.7846
10535807,6778.0,361.0,3868.0,602.0,2.67e-11,2.38e-12,0.711,0.215,0.693,b'00000',b'1100',1.0,6757.0,3739.0,0.823,6865.0,4808.0,0.657,b'Simbad',292.15167,47.719501,1.0,1.0,1.0,1.0,0.0,b'',1.4816559,1.9e-06,54965.699046,0.020446,0.51,79.7716,13.9271,13.873,6234.0,b'False',b'LC',b'TS',292.1514,47.7195
10547209,7388.0,433.0,5199.0,827.0,2.55e-11,2.57e-12,0.816,0.228,0.768,b'00000',b'1100',1.0,6741.0,5238.0,0.857,7446.0,5182.0,0.799,b'Simbad',296.4191,47.751511,1.0,1.0,1.0,1.0,0.0,b'',2.2540395,3.4e-06,54966.508453,0.148836,0.64,81.1187,11.3758,13.695,6630.0,b'False',b'LC',b'TS',296.4189,47.7515
10549576,9116.0,887.0,6910.0,615.0,1.74e-11,6.27e-12,1.788,0.645,0.731,b'00001',b'1100',1.0,10273.0,6994.0,1.977,8644.0,6404.0,0.722,b'Simbad',297.11826,47.741611,1.0,1.0,1.0,0.0,0.0,b'',9.0894658,2.55e-05,54972.078799,0.041666,0.2,81.3369,10.9572,13.015,7492.0,b'False',b'LC',b'TS',297.118,47.7417
10556068,8495.0,415.0,7995.0,723.0,4.28e-11,7.29e-12,0.799,0.405,0.946,b'00000',b'1000',1.0,8495.0,7995.0,0.799,9363.0,8903.0,0.808,b'Simbad',298.95453,47.773571,1.0,1.0,1.0,1.0,0.0,b'',2.1171558,3.1e-06,54955.365922,0.131295,0.91,81.9767,9.8946,11.561,7901.0,b'False',b'LC',b'TS',298.9543,47.7736
10556578,5559.0,394.0,4682.0,583.0,1.35e-11,2.86e-12,1.445,0.396,0.939,b'00001',b'1100',1.0,5765.0,4579.0,1.518,5402.0,5018.0,0.786,b'Simbad',299.09528,47.706791,0.0,1.0,1.0,0.0,0.0,b'',1.2528638,1.5e-06,55003.737543,0.013173,0.47,81.9656,9.7793,15.594,4977.0,b'False',b'LC',b'TS',299.095,47.7068
10581918,7371.0,361.0,3962.0,571.0,3.96e-11,2.66e-12,0.734,0.188,0.668,b'00000',b'1110',2.0,7652.0,3766.0,0.887,6215.0,4340.0,0.462,b'Simbad',283.0437,47.80463,0.0,0.0,1.0,1.0,0.0,b'',1.8018631,2.6e-06,55139.362915,0.033856,0.54,77.4451,19.6273,12.796,7252.0,b'True',b'LC',b'TS',283.0435,47.8047
10583181,6764.0,374.0,5601.0,746.0,8.68e-11,8.56e-12,0.564,0.286,0.789,b'00000',b'1000',1.0,6764.0,5601.0,0.564,7255.0,5720.0,0.738,b'Simbad',283.76651,47.818989,1.0,1.0,1.0,0.0,0.0,b'',2.6963227,4.4e-06,54955.210895,0.034219,0.47,77.63,19.174,11.009,6231.0,b'True',b'LC',b'TS',283.7664,47.819
10586874,7103.0,357.0,3628.0,542.0,2.2e-11,2.13e-12,0.948,0.176,0.985,b'00000',b'1110',2.0,7090.0,3561.0,0.984,7318.0,7177.0,0.766,b'Simbad',285.77768,47.815449,0.0,1.0,1.0,1.0,0.0,b'',0.5354866,2e-06,54964.747881,0.028997,0.77,78.1195,17.9059,14.099,6640.0,b'False',b'LC',b'TS',285.7774,47.8155
10592163,5715.0,358.0,5429.0,586.0,1.83e-11,2.16e-12,0.708,0.235,0.841,b'00000',b'1110',2.0,5655.0,5329.0,0.56,5783.0,5372.0,0.671,b'Simbad',288.55362,47.867298,1.0,1.0,1.0,0.0,0.0,b'',14.7629466,5.14e-05,54966.772446,0.040971,0.11,78.8947,16.1957,15.095,5482.0,b'False',b'LC',b'TS',288.5534,47.8674
10593759,6400.0,356.0,6180.0,564.0,3.09e-11,2.38e-12,0.747,0.198,0.983,b'00000',b'1110',2.0,6439.0,4377.0,0.809,6392.0,6296.0,0.914,b'Simbad',289.26166,47.815521,0.0,1.0,1.0,0.0,0.0,b'',6.2652097,1.48e-05,54956.476578,0.022881,0.19,79.0382,15.738,13.499,5995.0,b'True',b'LC',b'TS',289.2615,47.8156
10601579,26640.0,13409.0,26819.0,13411.0,2.46e-11,6.77e-12,0.6,0.83,0.9,b'11000',b'1000',1.0,26640.0,26819.0,0.6,26568.0,26652.0,0.769,b'Simbad',292.49185,47.83535,1.0,1.0,1.0,0.0,0.0,b'',8.0987542,2.16e-05,54967.774613,0.035764,0.2,79.9801,13.7699,11.587,,b'False',b'LC',b'TS',292.4916,47.8354
10613718,5237.0,352.0,5009.0,546.0,6.02e-11,3.75e-12,0.73,0.197,0.946,b'00100',b'1110',2.0,5256.0,5035.0,0.785,5231.0,4995.0,0.621,b'Simbad',296.82581,47.877399,1.0,1.0,1.0,0.0,0.0,b'',1.1758779,1.3e-06,54953.886226,0.009901,0.39,81.3634,11.1945,12.735,5080.0,b'True',b'LC',b'TS',296.8256,47.8775
10616829,7116.0,373.0,5453.0,593.0,2.39e-11,2.21e-12,0.683,0.217,0.737,b'00000',b'1100',1.0,6984.0,5175.0,0.537,7525.0,5600.0,0.922,b'Simbad',297.74243,47.891682,1.0,1.0,1.0,1.0,0.0,b'',1.0729341,1.2e-06,54965.293061,0.027919,0.59,81.676,10.6617,13.96,6670.0,b'False',b'LC',b'TS',297.7423,47.8917
10619109,7441.0,391.0,3825.0,572.0,6.16e-11,3.7e-12,1.407,0.258,0.627,b'00000',b'1000',1.0,7441.0,3825.0,1.407,6314.0,4215.0,0.816,b'Simbad',298.37128,47.81385,1.0,1.0,1.0,1.0,0.0,b'',2.0451826,2.9e-06,54955.136772,0.040497,0.55,81.8159,10.2553,11.704,7028.0,b'True',b'LC',b'TS',298.3711,47.8139
10619506,7032.0,356.0,6813.0,556.0,2.36e-11,2.48e-12,0.772,0.233,0.962,b'00000',b'1110',2.0,6965.0,6739.0,0.671,7160.0,6888.0,0.885,b'Simbad',298.47675,47.889629,1.0,1.0,1.0,1.0,0.0,b'',0.5035552,4e-07,54964.989601,0.027928,0.92,81.9183,10.2308,13.738,6526.0,b'False',b'LC',b'TS',298.4766,47.8897
10657664,12284.0,423.0,10317.0,743.0,1.56e-11,1.92e-12,0.594,0.218,0.781,b'10000',b'1110',2.0,11968.0,10267.0,0.539,12260.0,9935.0,0.524,b'Simbad',288.49948,47.996471,1.0,1.0,1.0,0.0,0.0,b'',3.2736988,5.8e-06,54956.769874,0.026373,0.36,79.0042,16.2791,13.234,10564.0,b'True',b'LC',b'TS',288.4992,47.9966
10661783,9197.0,475.0,7714.0,808.0,9.63e-11,1.23e-11,0.843,0.315,0.849,b'00000',b'1000',2.0,9197.0,7714.0,0.843,8898.0,7578.0,0.811,b'Simbad',290.2984,47.978619,1.0,1.0,1.0,1.0,0.0,b'',1.2313633,1.4e-06,54954.95432,0.039362,0.62,79.4815,15.1661,9.586,7887.0,b'True',b'LC',b'TS',290.2981,47.9786
10686876,10231.0,1039.0,6475.0,817.0,4.06e-11,1.1e-09,0.864,0.161,0.639,b'00101',b'1100',1.0,10269.0,6581.0,0.918,8313.0,5355.0,0.8,b'Simbad',299.05673,47.909359,1.0,1.0,1.0,0.0,0.0,b'',2.6184273,4.2e-06,54953.949815,0.032408,0.45,82.1309,9.9026,11.727,7944.0,b'True',b'LC',b'TS',299.0565,47.9094
10711551,6169.0,357.0,5708.0,552.0,1.28e-11,2.05e-12,0.823,0.26,0.927,b'00000',b'1100',1.0,6172.0,5689.0,0.813,6165.0,5724.0,0.835,b'Simbad',282.38327,48.042782,0.0,1.0,1.0,0.0,0.0,b'',10.6922191,3.36e-05,54972.964587,0.031944,0.18,77.5327,20.1231,15.507,5752.0,b'False',b'LC',b'TS',282.383,48.0428
10711913,5918.0,380.0,4268.0,913.0,1.61e-11,2.19e-12,0.636,0.264,0.463,b'00000',b'0100',1.0,6226.0,4117.0,0.804,5918.0,4268.0,0.636,b'Simbad',282.60107,48.03669,0.0,1.0,1.0,0.0,0.0,b'',19.4080156,7.8e-05,55007.204177,0.038081,0.08,77.5761,19.9831,15.521,5474.0,b'False',b'LC',b'TS',282.6009,48.0366
10724533,8017.0,358.0,8012.0,555.0,1.46e-10,2.35e-12,0.812,0.152,0.886,b'11001',b'1100',1.0,7951.0,8165.0,0.783,8098.0,7905.0,0.836,b'Simbad',289.15848,48.097157,1.0,1.0,1.0,1.0,0.0,b'',0.7450918,7e-07,54954.391541,0.041883,0.76,79.279,15.9123,9.038,,b'False',b'LC',b'TS',289.1583,48.0971
10735564,9678.0,624.0,7344.0,1084.0,1.16e-11,2.16e-12,0.842,0.312,0.769,b'00000',b'0100',1.0,11062.0,6061.0,2.029,9678.0,7344.0,0.842,b'Simbad',293.57437,48.007439,0.0,0.0,1.0,1.0,0.0,b'',1.674985,3.1e-06,55278.014693,0.028231,0.53,80.4634,13.1911,14.567,8035.0,b'False',b'LC',b'TS',293.5742,48.0074
10736223,10389.0,417.0,6148.0,592.0,1.45e-11,1.71e-12,1.673,0.157,0.679,b'00100',b'1100',1.0,10490.0,6320.0,1.7,10095.0,5899.0,1.615,b'Simbad',293.84622,48.050251,1.0,1.0,1.0,1.0,0.0,b'',1.1050943,1.2e-06,54965.545055,0.024338,0.56,80.5852,13.0469,13.651,7797.0,b'True',b'LC',b'TS',293.8459,48.0503
10743600,6528.0,589.0,4819.0,836.0,3.53e-12,1.74e-12,0.802,0.324,0.717,b'11000',b'1000',0.0,6528.0,4819.0,0.802,,,,b'Simbad',296.38348,48.044006,0.0,0.0,1.0,1.0,0.0,b'',0.817023,1.7e-06,55001.787469,0.020112,0.58,81.3707,11.5343,17.206,,b'False',b'LC',b'TS',296.3832,48.044
10753734,5800.0,369.0,5573.0,599.0,3.22e-11,3.67e-12,0.84,0.269,0.937,b'00000',b'1100',1.0,5761.0,5527.0,0.903,5813.0,5624.0,0.728,b'Simbad',299.07828,48.021969,1.0,1.0,1.0,0.0,0.0,b'',19.4066925,7.51e-05,54982.807075,0.031032,0.07,82.2374,9.946,13.564,5446.0,b'False',b'LC',b'TS',299.0781,48.022
10789421,7308.0,351.0,6497.0,541.0,4.87e-11,1.91e-12,0.796,0.156,0.891,b'11001',b'1110',2.0,7283.0,6476.0,0.767,7300.0,6489.0,0.771,b'Simbad',288.57733,48.129517,1.0,1.0,1.0,1.0,0.0,b'',0.7768524,7e-07,54953.919448,0.047249,0.85,79.1529,16.2824,11.849,,b'False',b'LC',b'TS',288.577,48.1295
10794242,5590.0,352.0,4949.0,834.0,3.23e-11,1.93e-12,0.256,0.195,0.475,b'00000',b'1100',1.0,5578.0,4573.0,0.211,5722.0,5214.0,0.613,b'Simbad',290.61478,48.186771,1.0,1.0,1.0,0.0,0.0,b'',7.1437058,1.8e-05,54970.803281,0.038205,0.21,79.7675,15.0575,14.17,5459.0,b'False',b'LC',b'TS',290.6145,48.1868
10809677,5132.0,354.0,4967.0,548.0,4.07e-11,4.25e-12,0.855,0.258,0.938,b'00000',b'1100',1.0,5100.0,4968.0,0.907,5174.0,4966.0,0.771,b'Simbad',296.47855,48.14616,1.0,1.0,1.0,0.0,0.0,b'',7.0421757,1.76e-05,54970.735027,0.023294,0.17,81.4932,11.5262,13.942,4995.0,b'False',b'LC',b'TS',296.4783,48.1462
10815379,5586.0,1374.0,4963.0,1414.0,8.22e-11,9.14e-12,0.943,0.277,0.78,b'00000',b'1000',2.0,5586.0,4963.0,0.943,6950.0,5397.0,0.896,b'Simbad',298.09265,48.104488,0.0,0.0,1.0,1.0,0.0,b'',0.8905202,9e-07,55002.316811,0.228004,0.79,81.981,10.5601,11.245,6069.0,b'True',b'LC',b'TS',298.0924,48.1045
10818544,11268.0,435.0,10400.0,714.0,4.43e-11,5.88e-12,0.668,0.336,0.915,b'10000',b'1000',2.0,11268.0,10400.0,0.668,11457.0,10510.0,0.69,b'Simbad',298.96341,48.133179,1.0,1.0,1.0,1.0,0.0,b'',1.3692171,1.6e-06,54954.302973,0.073117,0.9,82.2967,10.0679,11.029,9335.0,b'False',b'LC',b'TS',298.9632,48.1333
