KIC,T1,e_T1,T2,e_T2,R1_D,e_R1_D,R2_R1,e_R2_R1,T2_T1,Qual,Src,KIS,T1j,T2j,R2_R1j,T1k1,T2k1,R2_R1k1,Simbad,_RA,_DE
4547480.0,5929.0,357.0,4065.0,583.0,1.55e-11,1.79e-12,1.033,0.178,0.7,b'00010',b'1110',2.0,6044.0,4223.0,1.173,5953.0,4115.0,0.945,b'Simbad',287.13815,39.673592
4550750.0,7882.0,354.0,7921.0,546.0,2.06e-11,2.46e-12,0.773,0.25,1.0,b'00000',b'1100',1.0,7831.0,7833.0,0.688,7998.0,8000.0,0.911,b'Simbad',288.43945,39.66811
4551328.0,5299.0,352.0,5259.0,588.0,1.72e-11,2.1e-12,0.603,0.241,0.7,b'00010',b'1110',2.0,5272.0,5243.0,0.616,5336.0,5250.0,0.569,b'Simbad',288.65359,39.66431
4554004.0,6954.0,365.0,3740.0,560.0,1.55e-11,1.99e-12,1.021,0.184,0.806,b'00000',b'1100',1.0,6971.0,3688.0,1.08,6868.0,4954.0,0.8,b'Simbad',289.48526,39.68446
4563150.0,5225.0,352.0,3562.0,543.0,3.67e-11,2.39e-12,1.28,0.157,0.962,b'00000',b'1000',0.0,5225.0,3562.0,1.28,,,,b'Simbad',292.11166,39.661301
4565985.0,3541.0,350.0,3605.0,542.0,9.03e-10,5.37e-11,0.634,0.209,1.0,b'00000',b'1100',1.0,3586.0,3607.0,0.793,3531.0,3600.0,0.454,b'Simbad',292.92682,39.613361
4569590.0,4894.0,383.0,4187.0,584.0,8.41e-11,6.68e-12,0.839,0.224,0.7,b'00010',b'1100',1.0,4970.0,4134.0,1.195,4831.0,4447.0,0.714,b'Simbad',293.86234,39.690128
4569923.0,5956.0,358.0,5607.0,553.0,2.89e-11,3.08e-12,0.846,0.247,0.945,b'00000',b'1100',1.0,5932.0,5568.0,0.93,5976.0,5655.0,0.777,b'Simbad',293.93753,39.65863
4570326.0,7357.0,726.0,7140.0,1353.0,1.27e-10,1.91e-11,0.805,0.368,0.981,b'11000',b'1000',2.0,7357.0,7140.0,0.805,6872.0,6642.0,0.862,b'Simbad',294.03763,39.628597
4570949.0,6587.0,450.0,6322.0,807.0,2.98e-11,3.45e-12,0.77,0.276,0.7,b'00010',b'1100',1.0,6460.0,6313.0,0.798,6719.0,6339.0,0.745,b'Simbad',294.19211,39.618999
4574310.0,7153.0,361.0,4077.0,577.0,3.28e-11,2.2e-12,0.954,0.174,0.738,b'00000',b'1110',2.0,7006.0,4016.0,0.93,7268.0,4110.0,1.0,b'Simbad',294.99365,39.64283
4578594.0,5547.0,370.0,5163.0,613.0,1.42e-11,2.12e-12,0.756,0.261,0.933,b'00000',b'1100',1.0,5494.0,5093.0,0.807,5577.0,5242.0,0.708,b'Simbad',295.92361,39.60907
4579321.0,4245.0,637.0,3715.0,610.0,1e-11,2.47e-12,0.802,0.151,0.775,b'11001',b'1100',1.0,5280.0,4249.0,0.786,4214.0,3682.0,0.818,b'Simbad',296.06036,39.615211
4586468.0,5399.0,423.0,4472.0,638.0,2.75e-11,2.95e-12,1.069,0.236,0.953,b'00000',b'1100',1.0,5577.0,4378.0,1.341,5146.0,4726.0,0.842,b'Simbad',297.48209,39.63744
4586482.0,5485.0,360.0,5938.0,664.0,3.25e-11,3.22e-12,0.539,0.263,1.168,b'00000',b'1100',1.0,5414.0,7215.0,0.336,5628.0,5823.0,0.752,b'Simbad',297.48386,39.63649
4633434.0,5041.0,374.0,4805.0,695.0,1.98e-11,2.94e-12,0.823,0.297,0.502,b'00000',b'1000',0.0,5041.0,4805.0,0.823,,,,b'Simbad',283.98602,39.784538
4638237.0,6012.0,394.0,4803.0,643.0,2.77e-11,3.05e-12,1.05,0.242,0.7,b'00010',b'1100',1.0,6098.0,4711.0,1.134,5621.0,5260.0,0.863,b'Simbad',286.15311,39.714901
4639868.0,5528.0,386.0,4781.0,603.0,5.12e-11,3.65e-12,0.906,0.201,0.7,b'00010',b'1110',2.0,5773.0,4804.0,1.361,5288.0,4842.0,0.832,b'Simbad',286.83487,39.760849
4647652.0,6762.0,371.0,5899.0,840.0,6.01e-11,4.87e-12,0.603,0.244,0.818,b'00100',b'1100',1.0,6734.0,5652.0,0.485,7011.0,6045.0,0.767,b'Simbad',289.63928,39.774979
4649305.0,7485.0,366.0,3731.0,568.0,2.48e-11,2.57e-12,0.791,0.209,0.7,b'00010',b'1100',1.0,7499.0,3670.0,0.83,7189.0,6973.0,0.696,b'Simbad',290.10333,39.781631
4649324.0,6656.0,530.0,5679.0,815.0,1.69e-11,2.15e-12,0.884,0.24,0.798,b'00000',b'1100',1.0,5678.0,4965.0,0.931,6748.0,5846.0,0.849,b'Simbad',290.10785,39.70546
4649440.0,5270.0,363.0,5255.0,683.0,5.96e-11,5.93e-12,0.689,0.274,0.7,b'00010',b'1100',1.0,5266.0,5610.0,0.527,5282.0,5181.0,0.869,b'Simbad',290.1377,39.765202
4651526.0,6980.0,363.0,3943.0,596.0,1.8e-11,2.05e-12,0.857,0.192,0.7,b'00010',b'1100',1.0,6989.0,3884.0,0.9,6647.0,5453.0,0.749,b'Simbad',290.7388,39.770802
4659255.0,5573.0,353.0,4002.0,571.0,1.85e-11,1.75e-12,0.714,0.178,0.704,b'00000',b'1110',2.0,5775.0,4248.0,1.061,5498.0,3926.0,0.472,b'Simbad',293.04837,39.725349
4659476.0,6703.0,374.0,5376.0,875.0,3.58e-11,2.35e-12,0.677,0.22,0.7,b'00010',b'1100',1.0,6724.0,4405.0,0.649,6383.0,6463.0,0.807,b'Simbad',293.1102,39.756359
4660997.0,5587.0,559.0,6621.0,3068.0,7.69e-11,1.03e-11,0.161,0.409,0.844,b'00001',b'1100',1.0,5375.0,10941.0,0.155,6248.0,4901.0,0.917,b'Simbad',293.5137,39.711391
4661397.0,5870.0,354.0,5686.0,547.0,1.53e-11,2.22e-12,0.746,0.267,0.97,b'00000',b'1100',2.0,5882.0,5692.0,0.822,5861.0,5682.0,0.691,b'Simbad',293.61694,39.723511
4661634.0,5649.0,355.0,5052.0,621.0,1.83e-11,1.81e-12,0.596,0.192,0.569,b'00000',b'1111',3.0,5492.0,5366.0,0.946,5580.0,5024.0,0.516,b'Simbad',293.6817,39.758839
4663623.0,4946.0,356.0,4330.0,601.0,7.91e-11,4.92e-12,0.679,0.197,0.7,b'00010',b'1110',2.0,4953.0,4026.0,0.653,4907.0,4536.0,0.727,b'Simbad',294.19873,39.757999
4665989.0,7559.0,363.0,6846.0,555.0,3.06e-11,3.12e-12,0.717,0.252,0.904,b'00000',b'0110',2.0,6723.0,6114.0,0.712,7546.0,6835.0,0.677,b'Simbad',294.76398,39.752838
4669592.0,5636.0,363.0,5640.0,573.0,4.67e-11,4.44e-12,0.745,0.25,1.001,b'11000',b'1100',1.0,5547.0,5519.0,0.772,5753.0,5778.0,0.724,b'Simbad',295.57404,39.700626
4670267.0,6140.0,361.0,5869.0,557.0,1.67e-11,2.16e-12,0.837,0.237,0.963,b'00100',b'1100',1.0,6016.0,5575.0,0.755,6197.0,5937.0,0.886,b'Simbad',295.7168,39.777142
4671584.0,6773.0,359.0,3752.0,552.0,2.9e-11,2.43e-12,0.906,0.181,0.834,b'00000',b'1100',1.0,6779.0,3643.0,0.971,6721.0,5515.0,0.73,b'Simbad',295.99811,39.742748
4672934.0,5986.0,368.0,5896.0,573.0,2.95e-11,3.21e-12,0.819,0.251,0.983,b'00000',b'1100',1.0,5826.0,5379.0,0.818,6016.0,5932.0,0.82,b'Simbad',296.2692,39.791801
4677321.0,6595.0,373.0,5544.0,573.0,3.21e-11,2.83e-12,0.923,0.215,0.827,b'00000',b'1110',2.0,6483.0,5584.0,0.896,6605.0,5476.0,0.876,b'Simbad',297.11722,39.702419
4678171.0,4353.0,353.0,3657.0,545.0,2.31e-11,2.27e-12,0.901,0.218,0.847,b'00000',b'1100',1.0,4316.0,3629.0,0.998,4406.0,3772.0,0.771,b'Simbad',297.284,39.70768
4679687.0,6008.0,405.0,4572.0,595.0,1.52e-11,1.88e-12,1.253,0.191,0.7,b'00010',b'1110',2.0,6048.0,4332.0,1.343,6353.0,4752.0,1.543,b'Simbad',297.58023,39.702702
4681152.0,6487.0,359.0,3916.0,597.0,4.25e-11,2.19e-12,0.716,0.189,0.611,b'11000',b'1100',1.0,6471.0,3861.0,0.728,6607.0,4277.0,0.684,b'Simbad',297.8519,39.783886
4729553.0,7005.0,370.0,5904.0,553.0,4.05e-11,3.84e-12,1.041,0.231,0.849,b'00000',b'1100',1.0,7010.0,5896.0,1.083,6990.0,5932.0,0.896,b'Simbad',285.72754,39.841282
4736208.0,5955.0,538.0,5602.0,846.0,1.66e-11,2.05e-12,0.815,0.224,1.002,b'00000',b'1100',1.0,5916.0,5154.0,0.869,5972.0,5863.0,0.723,b'Simbad',288.53741,39.83408
4737302.0,7502.0,384.0,6475.0,619.0,5.9e-11,5.76e-12,0.713,0.266,0.838,b'00000',b'1100',2.0,7420.0,6457.0,0.743,7587.0,6495.0,0.687,b'Simbad',288.92667,39.81179
4738426.0,6301.0,359.0,6406.0,558.0,1.38e-11,1.88e-12,0.733,0.21,1.018,b'00000',b'1110',2.0,6232.0,6230.0,0.756,6309.0,6417.0,0.724,b'Simbad',289.27612,39.883659
4739194.0,6612.0,360.0,4530.0,584.0,2.18e-11,2.07e-12,0.89,0.182,0.668,b'00000',b'1100',1.0,6584.0,4493.0,0.894,6813.0,4557.0,0.871,b'Simbad',289.52148,39.862438
4739791.0,10268.0,491.0,6718.0,591.0,8.11e-12,1.69e-12,1.849,0.165,0.7,b'00010',b'1110',2.0,10942.0,6875.0,2.063,10112.0,6706.0,1.3,b'Simbad',289.71039,39.818008
4740676.0,6871.0,367.0,3868.0,748.0,3.53e-11,2.19e-12,0.573,0.238,0.519,b'00000',b'1000',1.0,6871.0,3868.0,0.573,7817.0,4207.0,0.846,b'Simbad',289.96436,39.811352
4743508.0,6151.0,715.0,5564.0,1383.0,2.12e-11,2.88e-12,0.718,0.314,0.7,b'00010',b'0100',1.0,6485.0,4932.0,0.615,6151.0,5564.0,0.718,b'Simbad',290.81393,39.819061
4743626.0,6494.0,371.0,6289.0,704.0,5.25e-11,6.92e-12,0.769,0.323,0.974,b'00000',b'1000',1.0,6494.0,6289.0,0.769,6757.0,6502.0,0.684,b'Simbad',290.84698,39.80397
4751083.0,6828.0,370.0,3894.0,579.0,1.08e-11,1.87e-12,0.978,0.194,0.784,b'00000',b'1100',1.0,6842.0,3748.0,1.072,6739.0,5405.0,0.719,b'Simbad',293.08649,39.801788
4753988.0,6405.0,415.0,5082.0,633.0,1.67e-11,2.21e-12,0.91,0.242,0.763,b'00000',b'1100',1.0,6000.0,5190.0,0.883,6499.0,5059.0,0.95,b'Simbad',293.8439,39.87542
4757331.0,5440.0,358.0,4955.0,571.0,1.55e-11,1.94e-12,0.796,0.209,0.902,b'00000',b'1110',2.0,5455.0,4809.0,0.787,5418.0,5043.0,0.783,b'Simbad',294.68542,39.83176
4758092.0,6372.0,358.0,3715.0,567.0,1.47e-11,1.8e-12,1.137,0.179,0.993,b'00000',b'1100',1.0,6326.0,3668.0,1.179,6454.0,3866.0,1.033,b'Simbad',294.86862,39.890991
4758368.0,5157.0,354.0,3853.0,561.0,1.71e-10,1.04e-11,1.169,0.184,0.988,b'00100',b'1000',1.0,5157.0,3853.0,1.169,4595.0,4554.0,0.75,b'Simbad',294.93637,39.852482
4760746.0,6073.0,682.0,5311.0,1268.0,1.22e-11,2.46e-12,0.749,0.332,0.7,b'00010',b'0100',1.0,6056.0,5242.0,0.765,6073.0,5311.0,0.749,b'Simbad',295.4783,39.867722
4761060.0,6746.0,375.0,6716.0,577.0,4.45e-11,4.66e-12,0.823,0.29,0.7,b'00010',b'1000',0.0,6746.0,6716.0,0.823,,,,b'Simbad',295.54712,39.861759
4762887.0,8104.0,665.0,5755.0,612.0,1.14e-11,2.13e-12,1.747,0.211,0.974,b'00000',b'1000',0.0,8104.0,5755.0,1.747,,,,b'Simbad',295.91281,39.847229
4768846.0,6252.0,431.0,5950.0,848.0,3.32e-11,3.41e-12,0.688,0.258,0.7,b'00010',b'1100',1.0,6228.0,5784.0,0.762,6296.0,6339.0,0.641,b'Simbad',297.13702,39.891842
4769799.0,4925.0,416.0,4441.0,851.0,1.55e-10,1.76e-11,0.708,0.282,0.7,b'00010',b'1000',2.0,4925.0,4441.0,0.708,4867.0,5233.0,0.739,b'Simbad',297.31741,39.877972
4773155.0,5581.0,355.0,5507.0,607.0,3.69e-11,3.15e-12,0.613,0.236,0.963,b'00000',b'1100',1.0,5571.0,5569.0,0.506,5618.0,5483.0,0.766,b'Simbad',297.98264,39.894081
4815612.0,6627.0,369.0,5092.0,944.0,1.56e-11,1.77e-12,0.606,0.227,0.7,b'00010',b'1100',1.0,6634.0,4367.0,0.581,6472.0,6086.0,0.668,b'Simbad',284.52118,39.950661
4824268.0,6923.0,366.0,3798.0,562.0,1.89e-11,1.94e-12,1.171,0.166,0.857,b'00000',b'1110',2.0,6951.0,3726.0,1.277,6173.0,5317.0,0.828,b'Simbad',288.28284,39.992222
4826439.0,6202.0,361.0,6175.0,557.0,2.49e-11,2.82e-12,0.835,0.25,0.998,b'00000',b'1100',1.0,6170.0,6109.0,0.76,6241.0,6225.0,0.901,b'Simbad',289.02982,39.951889
4832197.0,6341.0,355.0,6090.0,550.0,7.35e-11,6e-12,0.698,0.235,0.963,b'00000',b'1100',1.0,6337.0,6076.0,0.716,6346.0,6105.0,0.682,b'Simbad',290.73804,39.919651
4839180.0,6707.0,356.0,5993.0,551.0,2.9e-11,2.39e-12,0.691,0.205,0.892,b'00000',b'1110',2.0,6632.0,5899.0,0.674,6781.0,6048.0,0.809,b'Simbad',292.83759,39.93383
4840263.0,6186.0,375.0,5245.0,608.0,2.83e-11,3.58e-12,0.665,0.311,0.844,b'00000',b'1000',2.0,6186.0,5245.0,0.665,6490.0,5445.0,0.858,b'Simbad',293.12161,39.975552
4840327.0,6372.0,360.0,4090.0,623.0,4.9e-11,2.41e-12,0.776,0.18,0.7,b'00010',b'1110',2.0,6393.0,3901.0,0.837,6012.0,6000.0,0.611,b'Simbad',293.13907,39.925739
4840818.0,6754.0,375.0,5729.0,592.0,2.01e-11,2.34e-12,0.721,0.245,0.832,b'00000',b'1100',1.0,6665.0,5657.0,0.685,6847.0,5780.0,0.765,b'Simbad',293.27969,39.91576
4843222.0,6411.0,382.0,6254.0,610.0,1.97e-11,2.18e-12,0.8,0.218,0.991,b'00000',b'1100',1.0,6372.0,6215.0,0.866,6440.0,6326.0,0.659,b'Simbad',293.92786,39.931309
4843592.0,5712.0,375.0,5962.0,824.0,2.06e-11,1.88e-12,0.435,0.196,0.7,b'00010',b'1100',1.0,5621.0,6457.0,0.372,5857.0,5708.0,0.635,b'Simbad',294.02347,39.92408
4847343.0,5907.0,397.0,6859.0,761.0,5.04e-11,2.77e-12,0.511,0.19,0.7,b'00010',b'1110',2.0,5748.0,7451.0,0.439,6012.0,6382.0,0.681,b'Simbad',294.95166,39.92944
4847832.0,5996.0,370.0,5921.0,612.0,5.3e-11,4.31e-12,0.69,0.232,0.974,b'00000',b'1100',1.0,5944.0,5893.0,0.823,6041.0,5981.0,0.611,b'Simbad',295.07663,39.958279
4848423.0,6305.0,376.0,6223.0,643.0,6.42e-11,7.04e-12,0.635,0.299,0.985,b'00100',b'1000',1.0,6305.0,6223.0,0.635,5992.0,6652.0,0.629,b'Simbad',295.21747,39.910042
4850874.0,7460.0,370.0,3806.0,580.0,5.04e-11,5.49e-12,0.995,0.2,0.926,b'00000',b'1000',0.0,7460.0,3806.0,0.995,,,,b'Simbad',295.76401,39.90337
4851217.0,7022.0,373.0,6804.0,588.0,6.71e-11,8.45e-12,0.793,0.312,0.978,b'00000',b'1000',0.0,7022.0,6804.0,0.793,,,,b'Simbad',295.83401,39.952259
4851464.0,5542.0,684.0,6305.0,1315.0,1.34e-11,1.96e-12,0.67,0.232,0.7,b'00010',b'1000',0.0,5542.0,6305.0,0.67,,,,b'Simbad',295.88867,39.911301
4853067.0,6163.0,371.0,5819.0,600.0,3.75e-11,3.48e-12,0.742,0.238,0.9,b'00000',b'1100',1.0,6084.0,5791.0,0.693,6280.0,5843.0,0.857,b'Simbad',296.2211,39.922989
4857282.0,5833.0,414.0,5334.0,646.0,2.31e-11,2.83e-12,1.07,0.244,1.014,b'00000',b'1100',1.0,6028.0,5097.0,1.22,5813.0,5825.0,0.74,b'Simbad',297.08984,39.903889
4859432.0,5613.0,383.0,5510.0,581.0,1.85e-11,2.87e-12,0.832,0.314,0.981,b'00100',b'0100',1.0,5872.0,5745.0,0.725,5613.0,5510.0,0.832,b'Simbad',297.55478,39.983398
4860932.0,6169.0,423.0,6020.0,778.0,1.98e-11,2.53e-12,0.75,0.267,0.7,b'00010',b'0110',2.0,6453.0,5775.0,0.787,6168.0,5954.0,0.783,b'Simbad',297.84399,39.989811
4862625.0,6705.0,390.0,4626.0,864.0,2.89e-11,2.52e-12,0.592,0.234,0.567,b'00000',b'1100',1.0,6602.0,5254.0,0.702,6734.0,4340.0,0.557,b'Simbad',298.21509,39.955101
4864734.0,6237.0,824.0,5540.0,1381.0,3.32e-11,3.81e-12,0.775,0.278,0.7,b'00010',b'1000',0.0,6237.0,5540.0,0.775,,,,b'Simbad',298.69202,39.984039
4902030.0,4552.0,358.0,3816.0,548.0,2.01e-11,2.48e-12,1.303,0.223,0.86,b'00000',b'1100',1.0,4648.0,3797.0,1.468,4522.0,3834.0,0.944,b'Simbad',283.61157,40.05624
4904304.0,6499.0,383.0,6360.0,613.0,3.36e-11,3.3e-12,0.78,0.241,0.979,b'00000',b'1100',1.0,6593.0,6419.0,0.802,6398.0,6291.0,0.745,b'Simbad',284.67194,40.010559
4908495.0,4902.0,352.0,4673.0,545.0,4.63e-11,4.16e-12,0.715,0.244,0.944,b'00000',b'1100',1.0,4906.0,4694.0,0.835,4899.0,4643.0,0.627,b'Simbad',286.65768,40.02726
4909422.0,5748.0,356.0,5622.0,551.0,6.89e-11,5.84e-12,0.805,0.234,0.966,b'00000',b'1100',1.0,5757.0,5633.0,0.872,5740.0,5600.0,0.748,b'Simbad',287.08087,40.046329
4909707.0,5510.0,1328.0,5781.0,1143.0,1.14e-10,1.55e-11,0.886,0.357,0.86,b'11100',b'1000',1.0,5510.0,5781.0,0.886,6868.0,5683.0,0.743,b'Simbad',287.20685,40.003002
4912589.0,26738.0,7756.0,26629.0,7771.0,1.73e-11,3.19e-12,0.664,0.487,0.987,b'11000',b'1110',2.0,26742.0,26713.0,0.581,26765.0,26519.0,0.698,b'Simbad',288.3205,40.000523
4912991.0,6371.0,373.0,6291.0,601.0,7.56e-11,8.06e-12,0.751,0.276,0.988,b'00000',b'1000',2.0,6371.0,6291.0,0.751,6471.0,6403.0,0.652,b'Simbad',288.47214,40.087662
4921906.0,4924.0,356.0,5070.0,547.0,2.3e-11,2.63e-12,0.729,0.249,1.031,b'00000',b'0110',2.0,4919.0,5067.0,0.722,4912.0,5059.0,0.735,b'Simbad',291.20361,40.079391
4928119.0,6630.0,435.0,4770.0,711.0,1.3e-11,2.02e-12,0.857,0.253,0.7,b'00010',b'1100',1.0,6697.0,4566.0,0.958,6078.0,6343.0,0.755,b'Simbad',293.02615,40.073051
4931073.0,6845.0,402.0,6378.0,649.0,5.18e-11,6.49e-12,0.818,0.305,0.907,b'00000',b'1000',1.0,6845.0,6378.0,0.818,7185.0,6474.0,0.765,b'Simbad',293.82971,40.031189
4932348.0,5476.0,353.0,4636.0,788.0,1.75e-11,2.07e-12,0.441,0.246,0.389,b'00000',b'1100',1.0,5442.0,4697.0,0.428,5570.0,4566.0,0.455,b'Simbad',294.14789,40.055538
4932691.0,8600.0,445.0,6547.0,590.0,1.61e-11,2.05e-12,1.426,0.229,0.767,b'00000',b'1100',1.0,8997.0,6554.0,1.675,8188.0,6469.0,0.803,b'Simbad',294.24017,40.00745
4935914.0,5599.0,597.0,4774.0,785.0,5.55e-12,1.84e-12,1.064,0.242,0.7,b'11010',b'0110',2.0,6162.0,6337.0,0.804,5683.0,4584.0,1.263,b'Simbad',295.05191,40.012619
4936180.0,6825.0,379.0,5504.0,921.0,1.42e-11,1.82e-12,0.643,0.203,0.7,b'00010',b'1110',2.0,6840.0,5170.0,0.6,6753.0,6009.0,0.725,b'Simbad',295.11371,40.071171
4936334.0,3961.0,400.0,5261.0,599.0,3.76e-11,2.06e-12,0.498,0.183,0.986,b'00000',b'1010',2.0,3929.0,5297.0,0.475,6404.0,6366.0,0.86,b'Simbad',295.14862,40.033081
4936680.0,10166.0,438.0,6819.0,696.0,1.34e-11,1.85e-12,1.116,0.19,0.7,b'00010',b'1100',1.0,10156.0,6890.0,1.218,10181.0,6538.0,0.917,b'Simbad',295.23886,40.082191
4936990.0,6497.0,361.0,4316.0,598.0,1.6e-11,1.77e-12,0.565,0.204,0.646,b'00000',b'1100',1.0,6429.0,4213.0,0.487,6836.0,4428.0,0.699,b'Simbad',295.30209,40.069801
4937143.0,7044.0,505.0,6283.0,1718.0,9.01e-12,1.75e-12,0.59,0.248,0.7,b'00010',b'1100',1.0,6905.0,5793.0,0.623,7098.0,6644.0,0.565,b'Simbad',295.33884,40.037289
4937217.0,6796.0,389.0,6646.0,612.0,1.2e-11,1.97e-12,0.814,0.247,0.978,b'00000',b'1100',1.0,6527.0,6460.0,0.864,6912.0,6810.0,0.764,b'Simbad',295.35416,40.00296
4940201.0,5526.0,357.0,4499.0,660.0,2.26e-11,2.49e-12,0.574,0.255,0.809,b'00100',b'1000',0.0,5526.0,4499.0,0.574,,,,b'Simbad',295.98352,40.061661
4941060.0,5555.0,372.0,5454.0,554.0,1.72e-11,1.78e-12,0.651,0.161,0.952,b'00001',b'1100',1.0,5485.0,5337.0,0.596,5738.0,5583.0,0.713,b'Simbad',296.16528,40.080009
4945035.0,6034.0,412.0,5702.0,799.0,2.73e-11,2.69e-12,0.688,0.235,0.7,b'00010',b'1100',1.0,6035.0,5360.0,0.653,6032.0,6037.0,0.743,b'Simbad',296.99066,40.075298
4945588.0,6147.0,385.0,6130.0,631.0,8.89e-11,8.94e-12,0.631,0.282,0.991,b'00100',b'1000',1.0,6147.0,6130.0,0.631,6071.0,5978.0,0.784,b'Simbad',297.11542,40.024212
4945857.0,5627.0,352.0,3764.0,548.0,3.37e-11,2.43e-12,0.827,0.181,0.981,b'00100',b'1110',2.0,5636.0,3584.0,0.852,5512.0,5038.0,0.823,b'Simbad',297.18564,40.049122
4946584.0,6505.0,378.0,5821.0,993.0,2.79e-11,2.61e-12,0.584,0.232,0.7,b'00010',b'1100',1.0,6486.0,5386.0,0.594,6570.0,6302.0,0.574,b'Simbad',297.36047,40.056141
4946680.0,6307.0,436.0,5644.0,677.0,3.05e-11,3.28e-12,0.795,0.264,0.876,b'00000',b'1100',1.0,5855.0,5289.0,0.761,6347.0,5744.0,0.834,b'Simbad',297.38254,40.02417
4947528.0,7749.0,519.0,6826.0,875.0,2.09e-11,3.05e-12,1.006,0.308,0.918,b'00000',b'1100',1.0,8863.0,5875.0,1.385,7699.0,7065.0,0.828,b'Simbad',297.57306,40.072411
4947726.0,6218.0,361.0,3946.0,626.0,1.72e-11,1.84e-12,0.934,0.184,0.537,b'00000',b'1100',1.0,6313.0,4099.0,1.047,6177.0,3847.0,0.712,b'Simbad',297.61514,40.06081
4948863.0,6076.0,373.0,4320.0,632.0,1.63e-11,1.93e-12,0.71,0.211,0.679,b'00000',b'1100',1.0,5815.0,4493.0,0.784,6098.0,4283.0,0.639,b'Simbad',297.85007,40.068722
4949194.0,11209.0,355.0,10478.0,570.0,1.08e-10,2.88e-12,0.684,0.157,0.7,b'00011',b'1111',3.0,11135.0,10512.0,0.738,11292.0,10711.0,0.734,b'Simbad',297.92792,40.054878
4949770.0,9209.0,452.0,7586.0,614.0,2.92e-11,2.61e-12,1.127,0.201,0.891,b'00000',b'1110',2.0,10012.0,7357.0,1.64,9112.0,8534.0,0.739,b'Simbad',298.04974,40.062859
4950505.0,6007.0,354.0,5751.0,551.0,2.15e-11,2.17e-12,0.75,0.212,0.967,b'00000',b'1110',2.0,6056.0,5144.0,0.842,5968.0,5744.0,0.721,b'Simbad',298.20264,40.08886
4950557.0,6290.0,370.0,6151.0,665.0,4.76e-11,3e-12,0.688,0.201,0.7,b'00010',b'1110',2.0,6262.0,5544.0,0.418,6385.0,6165.0,0.736,b'Simbad',298.21442,40.0732
4954113.0,10131.0,485.0,6759.0,592.0,3.14e-11,2.34e-12,1.726,0.169,0.936,b'00000',b'1000',0.0,10131.0,6759.0,1.726,,,,b'Simbad',298.91357,40.07283
4990977.0,6018.0,362.0,4329.0,620.0,2.9e-11,2.44e-12,1.041,0.175,0.7,b'00010',b'1100',1.0,6027.0,3703.0,1.055,5964.0,5994.0,0.809,b'Simbad',284.34503,40.196091
4991959.0,5735.0,374.0,7280.0,606.0,1.92e-11,1.71e-12,0.401,0.163,0.983,b'00000',b'1100',1.0,5569.0,7893.0,0.385,6235.0,6249.0,0.739,b'Simbad',284.80704,40.155811
4999260.0,5144.0,356.0,5057.0,563.0,3.02e-10,4.14e-11,0.703,0.354,0.982,b'00000',b'1000',1.0,5144.0,5057.0,0.703,5218.0,5165.0,0.822,b'Simbad',288.01981,40.127071
4999357.0,6728.0,428.0,6622.0,876.0,5.22e-11,4.9e-12,0.616,0.259,0.984,b'00000',b'1000',1.0,6728.0,6622.0,0.616,6939.0,6789.0,0.668,b'Simbad',288.05298,40.132969
5003117.0,5478.0,354.0,5508.0,593.0,3.3e-11,2.33e-12,0.532,0.206,0.7,b'00010',b'1110',2.0,5433.0,5046.0,0.37,5571.0,5544.0,0.886,b'Simbad',289.36136,40.128819
5005570.0,6062.0,357.0,5420.0,562.0,3.15e-11,2.54e-12,0.682,0.209,0.873,b'00000',b'1111',3.0,6021.0,5394.0,0.729,6082.0,5387.0,0.653,b'Simbad',290.11642,40.13213
5005618.0,5807.0,397.0,6987.0,1156.0,9.27e-11,9.18e-12,0.464,0.289,0.7,b'00010',b'1000',3.0,5807.0,6987.0,0.464,6248.0,5549.0,0.795,b'Simbad',290.12708,40.15947
5008287.0,6455.0,381.0,6199.0,778.0,1.44e-11,1.95e-12,0.639,0.238,0.998,b'00000',b'1100',1.0,6459.0,5912.0,0.591,6428.0,6415.0,0.766,b'Simbad',290.9527,40.14994
5014753.0,5955.0,427.0,5809.0,708.0,2.19e-11,2.84e-12,0.841,0.279,0.7,b'00010',b'1100',1.0,5947.0,5794.0,0.986,5960.0,5846.0,0.724,b'Simbad',292.87039,40.105331
5015913.0,5797.0,361.0,5504.0,573.0,4.76e-11,4.51e-12,0.729,0.253,0.931,b'00000',b'1100',1.0,5745.0,5483.0,0.924,5837.0,5551.0,0.646,b'Simbad',293.20209,40.170921
5015926.0,6169.0,371.0,6096.0,611.0,3.92e-11,4.4e-12,0.749,0.286,0.989,b'00000',b'1100',1.0,6140.0,6073.0,0.807,6190.0,6124.0,0.718,b'Simbad',293.20682,40.130089
5016163.0,6387.0,369.0,6429.0,596.0,1.13e-11,1.83e-12,0.714,0.224,1.009,b'00000',b'1110',2.0,6303.0,6294.0,0.691,6388.0,6505.0,0.727,b'Simbad',293.27817,40.157082
5017058.0,6420.0,353.0,6279.0,547.0,3.5e-11,2.96e-12,0.738,0.22,0.97,b'00000',b'1110',2.0,6292.0,6094.0,0.635,6520.0,6327.0,0.871,b'Simbad',293.53088,40.15049
5017127.0,6573.0,419.0,6360.0,739.0,4.31e-11,3.77e-12,0.776,0.231,0.7,b'00010',b'1110',2.0,6470.0,6395.0,0.911,6655.0,6264.0,0.76,b'Simbad',293.54858,40.111691
